YEAR,MonthYear,SubEventType,Record Count
2018,201810,经济冲突,236
2018,201811,经济冲突,366
2018,201812,经济冲突,229
2019,201901,经济冲突,333
2019,201902,经济冲突,551
2019,201903,经济冲突,336
2019,201904,经济冲突,326
2019,201905,经济冲突,260
2019,201906,经济冲突,222
2019,201907,经济冲突,255
2019,201908,经济冲突,327
2019,201909,经济冲突,237
2019,201910,经济冲突,159
2019,201911,经济冲突,387
2019,201912,经济冲突,202
2020,202001,经济冲突,252
2020,202002,经济冲突,938
2020,202003,经济冲突,425
2020,202004,经济冲突,369
2020,202005,经济冲突,1412
2020,202006,经济冲突,598
2020,202007,经济冲突,362
2020,202008,经济冲突,528
2020,202009,经济冲突,503
2020,202010,经济冲突,327
2020,202011,经济冲突,706
2020,202012,经济冲突,1428
2015,201501,6,51
2015,201502,6,841
2015,201503,6,2066
2015,201504,6,2097
2015,201505,6,2056
2015,201506,6,2501
2015,201507,6,2324
2015,201508,6,2082
2015,201509,6,2134
2015,201510,6,2001
2015,201511,6,2362
2015,201512,6,1853
2016,201601,6,1594
2016,201602,6,3569
2016,201603,6,2879
2016,201604,6,3239
2016,201605,6,2196
2016,201606,6,2357
2016,201607,6,2469
2016,201608,6,3279
2016,201609,6,3168
2016,201610,6,2613
2016,201611,6,2571
2016,201612,6,1984
2017,201701,6,2588
2017,201702,6,2354
2017,201703,6,4944
2017,201704,6,2302
2017,201705,6,2329
2017,201706,6,2998
2017,201707,6,1736
2017,201708,6,1786
2017,201709,6,1653
2017,201710,6,1609
2017,201711,6,2341
2017,201712,6,2782
2018,201801,6,1519
2018,201802,6,1786
2018,201803,6,2078
2018,201804,6,2643
2018,201805,6,3034
2018,201806,6,3004
2018,201807,6,1680
2018,201808,6,2258
2018,201809,6,1462
2018,201810,6,1802
2018,201811,6,3703
2018,201812,6,1322
2019,201901,6,2759
2019,201902,6,2065
2019,201903,6,1329
2019,201904,6,1511
2019,201905,6,1769
2019,201906,6,1637
2019,201907,6,2745
2019,201908,6,3315
2019,201909,6,2199
2019,201910,6,1886
2019,201911,6,3132
2019,201912,6,1583
2020,202001,6,3871
2020,202002,6,4934
2020,202003,6,2081
2020,202004,6,4044
2020,202005,6,6573
2020,202006,6,5140
2020,202007,6,3919
2020,202008,6,2744
2020,202009,6,4178
2020,202010,6,1902
2020,202011,6,3828
2020,202012,6,6015
2015,201502,政局变更冲突,15
2015,201503,政局变更冲突,8
2015,201504,政局变更冲突,5
2015,201505,政局变更冲突,24
2015,201506,政局变更冲突,30
2015,201507,政局变更冲突,23
2015,201508,政局变更冲突,14
2015,201509,政局变更冲突,14
2015,201510,政局变更冲突,19
2015,201511,政局变更冲突,6
2015,201512,政局变更冲突,12
2016,201601,政局变更冲突,11
2016,201602,政局变更冲突,14
2016,201603,政局变更冲突,21
2016,201604,政局变更冲突,6
2016,201605,政局变更冲突,22
2016,201606,政局变更冲突,20
2016,201607,政局变更冲突,12
2016,201608,政局变更冲突,21
2016,201609,政局变更冲突,14
2016,201610,政局变更冲突,7
2016,201611,政局变更冲突,27
2016,201612,政局变更冲突,6
2017,201701,政局变更冲突,13
2017,201702,政局变更冲突,5
2017,201703,政局变更冲突,34
2017,201704,政局变更冲突,19
2017,201705,政局变更冲突,9
2017,201706,政局变更冲突,19
2017,201707,政局变更冲突,9
2017,201708,政局变更冲突,7
2017,201709,政局变更冲突,15
2017,201710,政局变更冲突,19
2017,201711,政局变更冲突,20
2017,201712,政局变更冲突,29
2018,201801,政局变更冲突,11
2018,201802,政局变更冲突,9
2018,201803,政局变更冲突,33
2018,201804,政局变更冲突,14
2018,201805,政局变更冲突,39
2018,201806,政局变更冲突,26
2018,201807,政局变更冲突,11
2018,201808,政局变更冲突,27
2018,201809,政局变更冲突,16
2018,201810,政局变更冲突,16
2018,201811,政局变更冲突,18
2018,201812,政局变更冲突,8
2019,201901,政局变更冲突,4
2019,201902,政局变更冲突,24
2019,201903,政局变更冲突,17
2019,201904,政局变更冲突,26
2019,201905,政局变更冲突,18
2019,201906,政局变更冲突,18
2019,201907,政局变更冲突,24
2019,201908,政局变更冲突,125
2019,201909,政局变更冲突,42
2019,201910,政局变更冲突,33
2019,201911,政局变更冲突,40
2019,201912,政局变更冲突,20
2020,202001,政局变更冲突,14
2020,202002,政局变更冲突,11
2020,202003,政局变更冲突,7
2020,202004,政局变更冲突,64
2020,202005,政局变更冲突,33
2020,202006,政局变更冲突,36
2020,202007,政局变更冲突,20
2020,202008,政局变更冲突,29
2020,202009,政局变更冲突,44
2020,202010,政局变更冲突,14
2020,202011,政局变更冲突,21
2020,202012,政局变更冲突,76
2015,201502,战争武装冲突,8
2015,201503,战争武装冲突,30
2015,201504,战争武装冲突,50
2015,201505,战争武装冲突,53
2015,201506,战争武装冲突,52
2015,201507,战争武装冲突,71
2015,201508,战争武装冲突,72
2015,201509,战争武装冲突,60
2015,201510,战争武装冲突,52
2015,201511,战争武装冲突,92
2015,201512,战争武装冲突,96
2016,201601,战争武装冲突,57
2016,201602,战争武装冲突,70
2016,201603,战争武装冲突,96
2016,201604,战争武装冲突,138
2016,201605,战争武装冲突,70
2016,201606,战争武装冲突,123
2016,201607,战争武装冲突,81
2016,201608,战争武装冲突,129
2016,201609,战争武装冲突,98
2016,201610,战争武装冲突,139
2016,201611,战争武装冲突,95
2016,201612,战争武装冲突,62
2017,201701,战争武装冲突,101
2017,201702,战争武装冲突,94
2017,201703,战争武装冲突,72
2017,201704,战争武装冲突,79
2017,201705,战争武装冲突,42
2017,201706,战争武装冲突,180
2017,201707,战争武装冲突,60
2017,201708,战争武装冲突,34
2017,201709,战争武装冲突,58
2017,201710,战争武装冲突,90
2017,201711,战争武装冲突,54
2017,201712,战争武装冲突,78
2018,201801,战争武装冲突,46
2018,201802,战争武装冲突,45
2018,201803,战争武装冲突,54
2018,201804,战争武装冲突,76
2018,201805,战争武装冲突,95
2018,201806,战争武装冲突,106
2018,201807,战争武装冲突,73
2018,201808,战争武装冲突,57
2018,201809,战争武装冲突,116
2018,201810,战争武装冲突,56
2018,201811,战争武装冲突,95
2018,201812,战争武装冲突,38
2019,201901,战争武装冲突,63
2019,201902,战争武装冲突,95
2019,201903,战争武装冲突,49
2019,201904,战争武装冲突,47
2019,201905,战争武装冲突,105
2019,201906,战争武装冲突,117
2019,201907,战争武装冲突,80
2019,201908,战争武装冲突,222
2019,201909,战争武装冲突,122
2019,201910,战争武装冲突,117
2019,201911,战争武装冲突,75
2019,201912,战争武装冲突,46
2020,202001,战争武装冲突,53
2020,202002,战争武装冲突,124
2020,202003,战争武装冲突,46
2020,202004,战争武装冲突,143
2020,202005,战争武装冲突,380
2020,202006,战争武装冲突,388
2020,202007,战争武装冲突,197
2020,202008,战争武装冲突,153
2020,202009,战争武装冲突,429
2020,202010,战争武装冲突,87
2020,202011,战争武装冲突,215
2020,202012,战争武装冲突,450
2015,201502,治安冲突,24
2015,201503,治安冲突,29
2015,201504,治安冲突,75
2015,201505,治安冲突,65
2015,201506,治安冲突,95
2015,201507,治安冲突,65
2015,201508,治安冲突,76
2015,201509,治安冲突,54
2015,201510,治安冲突,37
2015,201511,治安冲突,53
2015,201512,治安冲突,28
2016,201601,治安冲突,70
2016,201602,治安冲突,99
2016,201603,治安冲突,126
2016,201604,治安冲突,75
2016,201605,治安冲突,32
2016,201606,治安冲突,65
2016,201607,治安冲突,56
2016,201608,治安冲突,59
2016,201609,治安冲突,88
2016,201610,治安冲突,341
2016,201611,治安冲突,201
2016,201612,治安冲突,96
2017,201701,治安冲突,49
2017,201702,治安冲突,56
2017,201703,治安冲突,101
2017,201704,治安冲突,107
2017,201705,治安冲突,53
2017,201706,治安冲突,199
2017,201707,治安冲突,57
2017,201708,治安冲突,78
2017,201709,治安冲突,32
2017,201710,治安冲突,32
2017,201711,治安冲突,76
2017,201712,治安冲突,152
2018,201801,治安冲突,70
2018,201802,治安冲突,51
2018,201803,治安冲突,55
2018,201804,治安冲突,70
2018,201805,治安冲突,42
2018,201806,治安冲突,98
2018,201807,治安冲突,62
2018,201808,治安冲突,26
2018,201809,治安冲突,41
2018,201810,治安冲突,71
2018,201811,治安冲突,97
2018,201812,治安冲突,81
2019,201901,治安冲突,455
2019,201902,治安冲突,126
2019,201903,治安冲突,41
2019,201904,治安冲突,121
2019,201905,治安冲突,35
2019,201906,治安冲突,53
2019,201907,治安冲突,195
2019,201908,治安冲突,411
2019,201909,治安冲突,87
2019,201910,治安冲突,97
2019,201911,治安冲突,113
2019,201912,治安冲突,131
2020,202001,治安冲突,49
2020,202002,治安冲突,87
2020,202003,治安冲突,55
2020,202004,治安冲突,84
2020,202005,治安冲突,126
2020,202006,治安冲突,407
2020,202007,治安冲突,110
2020,202008,治安冲突,191
2020,202009,治安冲突,524
2020,202010,治安冲突,102
2020,202011,治安冲突,128
2020,202012,治安冲突,245
