YEAR,MonthYear,SubEventType,Record Count
2020,202010,2,131
2020,202010,3,692
2020,202010,4,393
2020,202010,5,804
2020,202010,6,10687
2020,202011,1,348
2020,202011,2,74
2020,202011,3,400
2020,202011,4,230
2020,202011,5,760
2020,202011,6,8097
2020,202012,1,762
2020,202012,2,223
2020,202012,3,640
2020,202012,4,465
2020,202012,5,987
2020,202012,6,13979
