MonthYear,Actor2CountryCode,QuadClass,SubEventType,GoldsteinScale,Record Count
202106,NZL,4,5,-5,1
202106,NZL,4,3,-100,10
202106,OMN,4,4,-10,2
202106,PAK,4,1,-86,20
202106,PAK,3,1,-42.4,8
202106,PAK,4,4,-231.6,45
202106,PAK,4,5,-49.2,9
202106,PAK,4,3,-685,69
202106,PAK,3,2,-7.5,1
202106,PAK,3,4,-9,3
202106,PAK,3,3,-14,2
202106,PER,4,3,-20,2
202106,PHL,4,4,-154,29
202106,PHL,4,5,-50,10
202106,PHL,3,4,-59,25
202106,PHL,3,2,-266.5,41
202106,PHL,4,3,-509.00000000000000,53
202106,PHL,4,1,-44,11
202106,PNG,3,4,-6,3
202106,POL,3,3,-62,31
202106,POL,4,4,-20,4
202106,POL,4,3,-43.2,6
202106,PRK,4,5,-50,10
202106,PRK,3,4,-6,3
202106,PRK,4,3,-173.5,18
202106,PRK,4,1,-28,5
202106,PRK,4,4,-25,5
202106,QAT,4,4,-7.2,1
202106,RUS,4,2,-10,2
202106,RUS,4,1,-146,28
202106,RUS,2,3,-6,3
202106,RUS,4,3,-1086.4000000000000,115
202106,RUS,3,4,-35,10
202106,RUS,3,3,-7,1
202106,RUS,3,2,-101,16
202106,RUS,1,3,-0.9000000000000000,3
202106,RUS,4,5,-50,10
202106,RUS,4,4,-188.20000000000000,32
202106,SAU,4,5,-30,6
202106,SAU,4,4,-5,1
202106,SAU,4,3,-30,3
202106,SAU,4,1,-60,15
202106,SDN,4,4,-15,3
202106,SEN,4,3,-20,2
202106,SGP,3,2,-13,2
202106,SGP,4,3,-58,6
202106,SGP,4,4,-58,10
202106,SGP,4,5,-40,8
202106,SLE,3,2,-6.5,1
202106,SLE,4,3,-40,4
202106,SLV,4,5,-10,2
202106,SRB,4,3,-7.2,1
202106,SRB,4,1,-16,2
202106,SWE,3,3,-7,1
202106,SWE,4,5,-75,15
202106,SWE,3,5,-40,10
202106,SWE,4,3,-60,6
202106,SWE,4,1,-48,7
202106,SYR,3,1,-29,5
202106,SYR,4,4,-30,6
202106,SYR,4,3,-21.6,3
202106,SYR,4,1,-16,2
202106,TCD,4,4,-20,4
202106,THA,4,5,-25,5
202106,THA,3,2,-130,20
202106,THA,4,3,-149.5,15
202106,THA,4,4,-15,3
202106,TJK,4,4,-30,6
202106,TKM,4,5,-5,1
202106,TTO,3,2,-13,2
202106,TTO,4,4,-25,5
202106,TTO,4,3,-10,1
202106,TUR,4,1,-24,5
202106,TUR,4,5,-15,3
202106,TUR,3,4,-4,2
202106,TUR,4,4,-10,2
202106,TUR,3,2,-14.5,3
202106,TUR,4,3,-50,5
202106,TZA,3,1,-35,7
202106,TZA,4,4,-40,8
202106,UGA,4,3,-20,2
202106,UGA,4,4,-5,1
202106,UKR,4,4,-7.2,1
202106,UKR,4,3,-38,4
202106,UKR,2,5,-16,8
202106,UKR,4,1,-28,6
202106,UKR,3,4,-2,1
202106,URY,4,3,-10,1
202106,USA,4,4,-1160.2000000000000,202
202106,USA,4,2,-335,67
202106,USA,3,1,-105.40000000000000,19
202106,USA,3,5,-62,14
202106,USA,2,5,-6,3
202106,USA,3,2,-439,69
202106,USA,4,3,-5170.5,525
202106,USA,3,3,-563,128
202106,USA,3,4,-200,61
202106,USA,1,5,-4.800000000000000,16
202106,USA,4,1,-1301,233
202106,USA,1,3,-1.2,4
202106,USA,4,5,-1359.6000000000000,261
202106,USA,2,3,-4,2
202106,USA,1,2,-3.3,11
202106,UZB,4,3,-20,2
202106,VNM,4,4,-40,8
202106,VNM,3,4,-14,4
202106,VNM,4,5,-10,2
202106,VNM,4,1,-14,2
202106,VNM,4,2,-20,4
202106,VNM,4,3,-463.5,47
202106,VUT,3,2,-13,2
202106,YEM,4,4,-9,1
202106,YEM,4,3,-10,1
202106,ZAF,3,4,-2,1
202106,ZAF,4,4,-62,10
202106,ZAF,4,3,-40,4
202106,ZMB,3,2,-20,4
202106,ZMB,4,1,-14,2
202106,ZWE,3,2,-13,2
202106,ZWE,4,3,-20,2
202107,AFG,4,5,-45,9
202107,AFG,4,1,-245,59
202107,AFG,4,3,-1065,109
202107,AFG,3,2,-10,2
202107,AFG,1,3,-3.3,11
202107,AFG,3,4,-10,2
202107,AFG,4,2,-10,2
202107,AFG,4,4,-149.8,23
202107,AFG,3,3,-71,13
202107,ARE,4,4,-55,11
202107,ARE,4,3,-100,10
202107,ARG,4,4,-5,1
202107,ARG,4,1,-16,4
202107,ARG,4,3,-20,2
202107,AUS,4,2,-15,3
202107,AUS,4,3,-688.3,70
202107,AUS,3,1,-37.400000000000000,7
202107,AUS,4,5,-153.4,29
202107,AUS,3,3,-63,19
202107,AUS,3,4,-32,13
202107,AUS,3,5,-12,4
202107,AUS,4,4,-188.8,36
202107,AUS,4,1,-325,54
202107,AUS,3,2,-16,4
202107,AUT,4,1,-4,1
202107,AUT,4,5,-5,1
202107,AUT,4,4,-25,5
202107,AZE,4,3,-110,11
202107,BEL,4,5,-5,1
202107,BEL,4,3,-40,4
202107,BEL,4,4,-5,1
202107,BGD,4,4,-39,6
202107,BGD,4,3,-60,6
202107,BGD,4,1,-16,4
202107,BGR,4,3,-20,2
202107,BHR,4,3,-20,2
202107,BOL,4,5,-5,1
202107,BRA,4,3,-10,1
202107,BRA,4,5,-20,4
202107,BRA,4,1,-4,1
202107,BRN,2,5,-12,6
202107,BRN,4,3,-188.7,21
202107,BRN,3,2,-13,2
202107,BRN,4,1,-33,6
202107,BRN,3,4,-10,2
202107,BRN,4,5,-58.4,10
202107,BRN,3,1,-10,2
202107,BRN,3,3,-28,4
202107,BRN,4,4,-67.6,10
202107,CAN,4,1,-349,53
202107,CAN,3,2,-97.5,15
202107,CAN,4,5,-186,33
202107,CAN,4,4,-469,81
202107,CAN,3,3,-26,8
202107,CAN,4,3,-226,23
202107,CHE,4,5,-10,2
202107,CHE,3,3,-2,1
202107,CHE,4,4,-15,3
202107,CHL,4,3,-80,8
202107,CUB,3,2,-52,8
202107,CUB,4,3,-100,10
202107,CUB,4,1,-16,2
202107,CUB,4,4,-38,4
202107,CYP,4,5,-10,2
202107,DEU,4,4,-140,28
202107,DEU,4,3,-190,19
202107,DEU,4,5,-15,3
202107,DEU,3,3,-58,9
202107,DEU,3,2,-5,1
202107,DEU,3,5,-4,1
202107,DEU,3,4,-8,4
202107,DJI,4,3,-34.4,4
202107,DOM,4,3,-40,4
202107,DOM,4,1,-8,2
202107,ECU,4,2,-10,2
202107,ECU,4,5,-20,4
202107,ECU,4,3,-10,1
202107,EGY,4,3,-50,5
202107,EGY,4,4,-45,9
202107,ESP,4,3,-10,1
202107,ETH,4,1,-12,3
202107,ETH,4,3,-10,1
202107,FIN,4,4,-5,1
202107,FIN,3,4,-4,2
202107,FIN,4,3,-20,2
202107,FJI,4,4,-10,2
202107,FRA,3,3,-35,5
202107,FRA,4,5,-10,2
202107,FRA,4,1,-69,13
202107,FRA,4,3,-214.4,22
202107,FRA,3,2,-83.5,14
202107,GBR,3,5,-8,4
202107,GBR,4,4,-164,27
202107,GBR,4,5,-119.2,23
202107,GBR,3,2,-175.5,27
202107,GBR,3,4,-74,28
202107,GBR,3,1,-66.8,10
202107,GBR,4,3,-432,44
202107,GBR,4,1,-334,52
202107,GBR,3,3,-112,41
202107,GHA,4,4,-10,2
202107,HKG,4,4,-5,1
202107,HTI,4,3,-40,4
202107,HTI,4,4,-20,2
202107,HUN,4,3,-58,6
202107,HUN,3,2,-19.5,3
202107,HUN,3,1,-11.6,2
202107,IDN,4,1,-5,1
202107,IDN,4,3,-240,24
202107,IDN,3,4,-8,4
202107,IND,3,1,-41.6,8
202107,IND,4,4,-155,31
202107,IND,4,1,-29,5
202107,IND,3,2,-65,10
202107,IND,1,3,-0.3,1
202107,IND,4,3,-183.7,19
202107,IND,4,5,-100,20
202107,IRL,3,3,-2,1
202107,IRL,4,3,-10,1
202107,IRN,4,4,-10,2
202107,IRN,3,2,-6.5,1
202107,IRN,4,1,-41,8
202107,IRN,4,3,-68.5,7
202107,IRN,4,5,-10,2
202107,IRQ,4,4,-20,2
202107,IRQ,3,3,-7,1
202107,IRQ,4,3,-19,2
202107,ISR,4,3,-89,9
202107,ISR,4,1,-99,13
202107,ISR,4,5,-10,2
202107,ISR,3,4,-2,1
202107,ISR,4,4,-15,3
202107,ITA,4,3,-36,5
202107,ITA,3,2,-13,2
202107,ITA,4,5,-5,1
202107,ITA,4,4,-25,5
202107,JOR,4,5,-10,2
202107,JOR,4,4,-10,2
202107,JPN,4,3,-822.9000000000000,90
202107,JPN,1,3,-0.3,1
202107,JPN,4,4,-233.60000000000000,41
202107,JPN,4,5,-147.60000000000000,27
202107,JPN,3,4,-19,8
202107,JPN,3,3,-57,11
202107,JPN,3,2,-130,20
202107,JPN,4,1,-164,28
202107,JPN,3,1,-5,1
202107,KAZ,4,4,-50,10
202107,KAZ,4,3,-70,7
202107,KAZ,4,5,-25,5
202107,KEN,4,1,-24,3
202107,KEN,4,3,-20,2
202107,KEN,4,4,-10,2
202107,KGZ,4,1,-10,2
202107,KGZ,4,4,-25,5
202107,KGZ,4,3,-60,6
202107,KHM,4,3,-70,7
202107,KHM,4,4,-50,10
202107,KOR,4,4,-15,3
202107,KOR,4,3,-214.4,22
202107,KOR,4,1,-40,5
202107,KOR,4,5,-33.4,5
202107,LAO,4,1,-16,2
202107,LAO,4,5,-5,1
202107,LBR,4,3,-40,4
202107,LBR,4,4,-10,2
202107,LKA,4,5,-30,6
202107,LKA,3,4,-2,1
202107,LKA,4,4,-36,5
202107,LTU,3,4,-15,3
202107,LTU,4,3,-9.5,1
202107,LTU,3,2,-60,12
202107,MAC,4,5,-15,3
202107,MAR,4,4,-95,19
202107,MAR,3,3,-2,1
202107,MAR,3,4,-5,1
202107,MAR,3,2,-16,4
202107,MAR,4,1,-10,2
202107,MEX,4,1,-16,2
202107,MEX,4,4,-27,3
202107,MEX,4,3,-49.5,5
202107,MLI,4,4,-63,7
202107,MLI,4,3,-50,5
202107,MLT,4,4,-9.5,1
202107,MMR,3,2,-6.5,1
202107,MMR,4,1,-4,1
202107,MMR,3,5,-5,1
202107,MMR,3,4,-5,1
202107,MMR,4,4,-45,9
202107,MMR,4,5,-25,5
202107,MMR,3,3,-7,1
202107,MMR,4,3,-392.3,41
202107,MNG,3,2,-6.5,1
202107,MNG,4,4,-15,3
202107,MNG,4,3,-10,1
202107,MOZ,4,4,-15,3
202107,MWI,3,4,-4,2
202107,MWI,4,3,-18,2
202107,MYS,3,4,-40,17
202107,MYS,4,4,-53,9
202107,MYS,4,3,-54.400000000000000,6
202107,MYS,4,1,-12,3
202107,MYS,4,5,-25,5
202107,NER,4,4,-27,3
202107,NGA,3,3,-7,1
202107,NGA,4,4,-78,14
202107,NLD,4,3,-39.5,4
202107,NLD,4,1,-46,6
202107,NLD,3,3,-6,3
202107,NLD,4,4,-30,6
202107,NOR,3,3,-18,9
202107,NOR,3,2,-13,2
202107,NOR,3,4,-15,3
202107,NOR,4,3,-40,4
202107,NOR,4,2,-10,2
202107,NPL,4,5,-15,3
202107,NPL,4,4,-44.5,8
202107,NPL,4,3,-19,2
202107,NPL,4,1,-16,4
202107,NZL,4,3,-44.400000000000000,5
202107,NZL,4,4,-5,1
202107,NZL,4,1,-4,1
202107,NZL,3,3,-84,12
202107,NZL,1,5,-0.9000000000000000,3
202107,NZL,3,1,-11.6,2
202107,PAK,4,1,-128,32
202107,PAK,4,4,-914.5,121
202107,PAK,4,3,-5061.5,516
202107,PAK,4,5,-160,32
202107,PAK,3,2,-110.5,17
202107,PAK,4,2,-40,8
202107,PAK,3,1,-40.8,8
202107,PAK,3,4,-21,9
202107,PAK,3,3,-78,14
202107,PER,4,4,-35,7
202107,PHL,3,3,-216,34
202107,PHL,4,4,-66.60000000000000,12
202107,PHL,4,1,-145,25
202107,PHL,3,2,-357.5,55
202107,PHL,2,3,-2,1
202107,PHL,4,3,-447.9,47
202107,PHL,4,5,-75,15
202107,PHL,3,4,-101,43
202107,PHL,3,1,-5,1
202107,POL,4,3,-28.8,4
202107,PRK,4,3,-154.7,16
202107,PRK,4,4,-225.20000000000000,34
202107,PRK,3,4,-25,5
202107,PRK,4,1,-24,5
202107,PRK,4,5,-45,9
202107,PRK,2,5,-12,6
202107,PRK,3,2,-13,2
202107,QAT,4,4,-37.4,5
202107,RUS,4,1,-125,21
202107,RUS,3,1,-11.6,2
202107,RUS,4,3,-779.1,82
202107,RUS,4,2,-50,10
202107,RUS,3,5,-4,2
202107,RUS,4,5,-98.4,18
202107,RUS,3,4,-23,7
202107,RUS,3,2,-13,2
202107,RUS,4,4,-209,30
202107,RUS,3,3,-126,18
202107,SAU,4,1,-8,2
202107,SAU,4,3,-50,5
202107,SEN,4,3,-20,2
202107,SGP,4,1,-32,5
202107,SGP,4,3,-104.4,11
202107,SGP,4,4,-30,5
202107,SLE,4,3,-10,1
202107,SRB,4,3,-100,10
202107,SVK,4,4,-10,2
202107,SWE,4,3,-90,9
202107,SWE,4,1,-36,9
202107,SWE,4,5,-10,2
202107,SYR,3,1,-40.600000000000000,7
202107,SYR,4,3,-19,2
202107,SYR,4,5,-9.2,1
202107,THA,4,1,-8,2
202107,THA,3,2,-79,12
202107,THA,4,3,-189,19
202107,THA,4,4,-73.5,8
202107,THA,4,5,-5,1
202107,TJK,4,4,-5,1
202107,TTO,4,3,-20,2
202107,TUN,4,3,-20,2
202107,TUR,4,5,-5,1
202107,TUR,4,1,-30,6
202107,TUR,4,4,-40,8
202107,TUR,4,3,-60,6
202107,UGA,4,4,-5,1
202107,UKR,4,5,-5,1
202107,UKR,3,2,-12,3
202107,UKR,4,3,-50,5
202107,URY,4,3,-70,7
202107,USA,3,1,-128,24
202107,USA,4,2,-160,32
202107,USA,3,3,-650,146
202107,USA,4,5,-712.8,135
202107,USA,4,1,-2380,396
202107,USA,4,4,-1468.1000000000000,257
202107,USA,2,5,-8,4
202107,USA,3,4,-233,64
202107,USA,1,3,-0.6,2
202107,USA,3,5,-12,3
202107,USA,1,2,-0.9000000000000000,3
202107,USA,1,5,-1.5,5
202107,USA,2,3,-14,7
202107,USA,4,3,-5754.6,585
202107,USA,3,2,-486.5,79
202107,UZB,4,5,-9.2,1
202107,VEN,4,1,-52,9
202107,VNM,3,1,-30,6
202107,VNM,4,5,-28.4,4
202107,VNM,3,2,-32.5,5
202107,VNM,4,3,-328,33
202107,VNM,4,4,-115.7,20
202107,VNM,3,4,-10,2
202107,VNM,4,1,-26,5
202107,YEM,4,1,-8,2
202107,YEM,4,3,-10,1
202107,ZAF,4,3,-138,14
202107,ZAF,3,1,-5,1
202107,ZAF,3,2,-7.5,1
202107,ZMB,3,2,-5,1
202107,ZWE,3,2,-7.5,1
202107,ZWE,4,1,-48,6
202107,ZWE,4,3,-160,16
202107,ZWE,4,4,-27,3
202108,AFG,3,1,-30,6
202108,AFG,4,5,-85,17
202108,AFG,4,3,-1636.5000000000000,172
202108,AFG,4,4,-299.2,52
202108,AFG,3,4,-24,6
202108,AFG,4,1,-428,86
202108,AFG,3,2,-56,9
202108,AFG,1,3,-1.8000000000000000,6
202108,AFG,3,3,-140,27
202108,AFG,2,3,-6,3
202108,ARE,4,3,-69.5,7
202108,ARE,4,4,-247,47
202108,ARG,4,3,-14.4,2
202108,ARG,4,1,-12,3
202108,AUS,4,1,-244,41
202108,AUS,3,5,-14,7
202108,AUS,4,4,-153,29
202108,AUS,3,1,-10,2
202108,AUS,3,3,-53,9
202108,AUS,4,2,-5,1
202108,AUS,4,3,-406,41
202108,AUS,4,5,-143.4,27
202108,AUS,3,4,-28,8
202108,AUS,3,2,-65,15
202108,AZE,4,4,-5,1
202108,AZE,4,3,-20,2
202108,BEL,4,5,-18.4,2
202108,BEL,3,3,-14,2
202108,BEL,4,3,-20,2
202108,BGD,4,3,-100,10
202108,BGD,3,2,-4,1
202108,BGD,4,1,-40,6
202108,BHR,4,3,-40,4
202108,BLR,4,3,-20,2
202108,BRA,3,5,-8,2
202108,BRA,4,4,-10,2
202108,BRA,4,3,-20,2
202108,BRA,3,4,-4,2
202108,BRA,3,2,-6.5,1
202108,BRA,4,1,-16,4
202108,BRA,4,5,-40,8
202108,BRN,3,4,-19,5
202108,BRN,3,1,-5,1
202108,BRN,4,2,-10,2
202108,BRN,4,3,-281,34
202108,BRN,4,4,-72,10
202108,BRN,3,2,-13,2
202108,BRN,3,3,-2,1
202108,BWA,4,3,-30,3
202108,CAN,4,1,-147,33
202108,CAN,3,1,-11.6,2
202108,CAN,4,5,-255.40000000000000,41
202108,CAN,4,3,-530,54
202108,CAN,4,4,-3055.6,572
202108,CAN,1,5,-10.200000000000000,34
202108,CAN,3,4,-10,5
202108,CAN,3,3,-25,5
202108,CAN,3,5,-540,146
202108,CAN,3,2,-78,12
202108,CHE,4,5,-5,1
202108,CHE,4,3,-20,2
202108,CHE,4,4,-15,3
202108,CHE,1,5,-0.3,1
202108,CHL,4,3,-20,2
202108,COL,4,4,-10,1
202108,CUB,3,1,-10,2
202108,CUB,4,3,-60,6
202108,CUB,3,2,-13,2
202108,CUB,4,1,-44,6
202108,DEU,4,4,-69.4,13
202108,DEU,3,2,-13,2
202108,DEU,4,1,-24,3
202108,DEU,4,5,-78.6,9
202108,DEU,4,3,-100.4,11
202108,DNK,4,3,-20,2
202108,EGY,3,2,-8,2
202108,ESP,3,4,-4,2
202108,ESP,4,4,-19.5,3
202108,ESP,4,5,-10,2
202108,ETH,4,1,-24,6
202108,ETH,4,3,-60,6
202108,FIN,4,1,-4,1
202108,FIN,3,3,-2,1
202108,FRA,3,2,-15,2
202108,FRA,4,4,-69.8,9
202108,FRA,4,2,-5,1
202108,FRA,4,1,-8,2
202108,FRA,4,5,-10,2
202108,FRA,3,4,-14,4
202108,FRA,4,3,-158.5,16
202108,FSM,3,2,-10,2
202108,GBR,3,1,-11.6,2
202108,GBR,3,3,-14,2
202108,GBR,3,2,-89,14
202108,GBR,4,5,-70,14
202108,GBR,3,4,-26,10
202108,GBR,4,4,-187.4,31
202108,GBR,3,5,-15,3
202108,GBR,4,3,-477,48
202108,GBR,4,2,-10,2
202108,GBR,4,1,-96,19
202108,GHA,4,3,-48,5
202108,HUN,4,3,-40,4
202108,HUN,4,5,-10,2
202108,IDN,4,3,-114.4,12
202108,IDN,4,1,-5,1
202108,IDN,3,4,-6,3
202108,IND,4,1,-8,1
202108,IND,4,3,-246.60000000000000,26
202108,IND,4,5,-35,7
202108,IND,4,4,-104,18
202108,IRL,4,5,-9.2,1
202108,IRN,4,1,-16,2
202108,IRN,3,4,-15,3
202108,IRN,4,3,-181.9,19
202108,IRN,4,4,-10,2
202108,IRN,4,5,-35,7
202108,IRN,3,3,-49,7
202108,IRQ,4,3,-21.6,3
202108,IRQ,4,4,-7.2,1
202108,ISR,4,1,-8,2
202108,ISR,4,3,-150,15
202108,ISR,3,4,-5,1
202108,ISR,4,5,-9.2,1
202108,ISR,4,4,-18,2
202108,ISR,3,3,-7,1
202108,ITA,3,2,-26,4
202108,ITA,4,5,-14.2,2
202108,ITA,3,4,-2,1
202108,JOR,4,3,-9.5,1
202108,JPN,4,3,-771.5,79
202108,JPN,4,2,-5,1
202108,JPN,4,1,-4,1
202108,JPN,3,1,-46.40000000000000,8
202108,JPN,3,3,-72,11
202108,JPN,3,4,-19,8
202108,JPN,4,4,-233.6,37
202108,JPN,3,2,-65,10
202108,JPN,4,5,-86.8,14
202108,KAZ,4,5,-10,2
202108,KAZ,4,3,-9.5,1
202108,KEN,4,3,-17.2,2
202108,KEN,4,4,-24,3
202108,KEN,4,1,-88,12
202108,KGZ,4,3,-50,5
202108,KGZ,3,2,-5,1
202108,KHM,4,5,-18.4,2
202108,KHM,4,4,-15,3
202108,KHM,4,3,-159,16
202108,KHM,4,1,-8,2
202108,KOR,4,1,-63,10
202108,KOR,4,3,-223.9,23
202108,KOR,3,4,-2,1
202108,KOR,4,4,-29,4
202108,KOR,4,5,-14.2,2
202108,KWT,3,1,-5,1
202108,LAO,4,3,-38,4
202108,LBN,4,4,-10,2
202108,LKA,4,3,-58.5,6
202108,LKA,4,5,-25,5
202108,LKA,4,4,-5,1
202108,LTU,1,3,-0.9000000000000000,3
202108,LTU,3,4,-23,7
202108,LTU,4,3,-9.5,1
202108,LTU,3,3,-55,11
202108,LTU,4,1,-653,155
202108,LTU,4,4,-10,2
202108,LTU,3,2,-58.5,9
202108,MAR,4,1,-8,2
202108,MAR,3,2,-20,5
202108,MAR,4,4,-10,2
202108,MDA,4,5,-5,1
202108,MEX,4,1,-16,2
202108,MEX,4,4,-15,3
202108,MEX,4,3,-65.5,7
202108,MEX,4,5,-5,1
202108,MMR,4,4,-60,12
202108,MMR,3,3,-10,2
202108,MMR,4,3,-37,4
202108,MMR,4,5,-5,1
202108,MNG,4,3,-20,2
202108,MOZ,4,4,-10,2
202108,MWI,4,4,-5,1
202108,MWI,4,5,-5,1
202108,MYS,4,5,-5,1
202108,MYS,3,4,-15,3
202108,MYS,4,4,-35,7
202108,MYS,3,2,-19.5,3
202108,MYS,4,3,-28.5,3
202108,NAM,4,3,-41.6,5
202108,NER,4,4,-18,2
202108,NGA,4,4,-112,14
202108,NGA,4,5,-9.2,1
202108,NGA,4,3,-240,24
202108,NLD,4,5,-20,4
202108,NLD,4,4,-14.4,2
202108,NLD,4,3,-9.5,1
202108,NOR,4,3,-30,3
202108,NOR,4,1,-24,3
202108,NPL,4,4,-19,2
202108,NPL,4,3,-20,2
202108,NZL,4,3,-30,3
202108,NZL,3,3,-14,2
202108,NZL,4,4,-10,2
202108,PAK,2,3,-4,2
202108,PAK,4,4,-721.8,86
202108,PAK,3,1,-25,5
202108,PAK,3,4,-24,12
202108,PAK,3,2,-153.5,24
202108,PAK,4,1,-68,17
202108,PAK,3,3,-27,6
202108,PAK,4,5,-105,21
202108,PAK,4,3,-2517.5000000000000,257
202108,PER,4,4,-10,1
202108,PER,4,3,-38.5,4
202108,PHL,3,1,-27.400000000000000,5
202108,PHL,4,3,-129.5,13
202108,PHL,4,1,-52,12
202108,PHL,3,2,-143,22
202108,PHL,4,4,-78.5,13
202108,PHL,3,4,-7,2
202108,PHL,4,5,-25,5
202108,POL,4,4,-20,4
202108,POL,4,3,-47.2,5
202108,PRK,4,4,-34.4,6
202108,PRK,4,5,-25,5
202108,PRK,1,5,-0.3,1
202108,PRK,3,2,-6.5,1
202108,PRK,4,3,-152.4,16
202108,PRK,3,1,-5.8,1
202108,PRK,4,1,-4,1
202108,QAT,4,4,-15,3
202108,QAT,4,3,-140,14
202108,RUS,4,1,-68,14
202108,RUS,3,3,-105,15
202108,RUS,3,2,-115.5,18
202108,RUS,4,5,-25,5
202108,RUS,3,4,-30,9
202108,RUS,4,3,-1681.4000000000000,197
202108,RUS,4,4,-291.20000000000000,49
202108,SAU,4,3,-80,8
202108,SAU,4,4,-15,3
202108,SGP,3,3,-7,1
202108,SGP,4,3,-164.4,17
202108,SGP,4,4,-69.4,13
202108,SGP,3,1,-15,3
202108,SGP,4,5,-10,2
202108,SLE,4,4,-5,1
202108,SLV,4,3,-10,1
202108,SRB,4,3,-10,1
202108,SVK,4,3,-19,2
202108,SVK,3,1,-5.8,1
202108,SVK,4,1,-5,1
202108,SWE,3,1,-5,1
202108,SWE,4,5,-10,2
202108,SWE,3,4,-6,3
202108,SWE,4,4,-20,4
202108,SYR,4,5,-36.8,4
202108,SYR,3,3,-2,1
202108,SYR,4,4,-10,2
202108,SYR,4,3,-20,2
202108,SYR,3,1,-5,1
202108,THA,3,5,-4,1
202108,THA,3,2,-162.5,25
202108,THA,4,3,-60,6
202108,THA,4,5,-30,6
202108,THA,4,4,-25,5
202108,THA,4,1,-16,2
202108,TJK,4,3,-14.4,2
202108,TKM,4,2,-10,2
202108,TUR,4,3,-30,3
202108,TUR,4,4,-45,9
202108,TUR,3,4,-4,2
202108,TUR,3,2,-13,2
202108,UKR,4,4,-30,6
202108,UKR,4,3,-20,2
202108,UKR,3,2,-12,3
202108,USA,4,4,-781.8000000000000,139
202108,USA,2,3,-2,1
202108,USA,1,2,-1.2,4
202108,USA,3,1,-50.40000000000000,10
202108,USA,3,4,-114,36
202108,USA,3,5,-61,16
202108,USA,4,3,-2985.3,308
202108,USA,4,2,-55,11
202108,USA,4,5,-583.8,105
202108,USA,4,1,-615,117
202108,USA,3,3,-199,42
202108,USA,3,2,-385.5,66
202108,UZB,4,3,-51.6,6
202108,UZB,4,1,-32,8
202108,UZB,4,4,-15,3
202108,VEN,3,4,-4,2
202108,VNM,3,3,-15,5
202108,VNM,4,5,-35,7
202108,VNM,3,1,-15,3
202108,VNM,4,4,-84.4,14
202108,VNM,1,5,-0.6,2
202108,VNM,4,1,-68,12
202108,VNM,4,3,-530,53
202108,YEM,4,3,-10,1
202108,ZMB,3,4,-4,2
202108,ZMB,3,3,-21,3
202108,ZMB,3,2,-13,2
202108,ZWE,4,1,-4,1
202108,ZWE,4,3,-19,2
202109,AFG,3,1,-141.20000000000000,26
202109,AFG,3,2,-13,2
202109,AFG,1,5,-4.200000000000000,14
202109,AFG,1,2,-1.5,5
202109,AFG,4,5,-45,9
202109,AFG,4,3,-635,65
202109,AFG,4,1,-145,33
202109,AFG,4,4,-269.60000000000000,36
202109,AFG,1,3,-4.2,14
202109,AFG,3,5,-10,2
202109,AFG,3,3,-83,13
202109,ARE,4,4,-40,8
202109,ARE,4,3,-90,9
202109,ARG,4,4,-5,1
202109,ARG,3,2,-13,2
202109,ARG,4,3,-29.5,3
202109,ARM,4,3,-40,4
202109,ARM,4,4,-80,8
202109,AUS,3,4,-19,8
202109,AUS,3,2,-172,38
202109,AUS,4,5,-454.4,85
202109,AUS,3,3,-203,29
202109,AUS,4,1,-720,103
202109,AUS,4,3,-1468.5000000000000,153
202109,AUS,3,1,-10,2
202109,AUS,4,4,-196.8,31
202109,AUS,4,2,-30,6
202109,AUS,3,5,-6,3
202109,AUS,2,3,-26,13
202109,AUT,4,3,-10,1
202109,AUT,3,2,-19.5,3
202109,AUT,4,1,-16,4
202109,BEL,4,4,-27,3
202109,BGD,4,1,-24,6
202109,BGD,4,3,-20,2
202109,BHR,4,3,-80,8
202109,BLR,4,1,-16,4
202109,BLR,4,5,-10,2
202109,BLR,4,4,-25,5
202109,BLR,4,3,-76,9
202109,BOL,4,5,-5,1
202109,BRA,4,1,-160,31
202109,BRA,3,1,-5,1
202109,BRA,4,3,-60,6
202109,BRA,4,5,-85,17
202109,BRA,3,2,-12,3
202109,BRA,4,4,-20,4
202109,BRN,3,1,-35,7
202109,BRN,3,2,-45,6
202109,BRN,3,4,-12,3
202109,BRN,3,3,-14,2
202109,BRN,4,3,-343.5,39
202109,BRN,4,4,-20,4
202109,CAN,1,5,-2.1000000000000000,7
202109,CAN,4,3,-444.5,45
202109,CAN,4,5,-275,55
202109,CAN,3,3,-24,12
202109,CAN,3,5,-91,19
202109,CAN,3,4,-16,8
202109,CAN,4,4,-4162.800000000000,763
202109,CAN,4,1,-505,97
202109,CAN,1,2,-0.3,1
202109,CAN,3,2,-151.5,24
202109,CHE,4,4,-25,5
202109,CHE,4,5,-5,1
202109,CHE,4,1,-16,4
202109,CHE,4,3,-20,2
202109,CHE,3,2,-32.5,5
202109,CHE,4,2,-5,1
202109,CHE,3,1,-10,2
202109,CHL,4,3,-110,11
202109,COD,4,4,-5,1
202109,COG,4,1,-15,3
202109,COG,4,5,-15,3
202109,COL,4,5,-5,1
202109,COL,4,3,-9.5,1
202109,CUB,4,1,-8,2
202109,CUB,4,3,-200,20
202109,CZE,4,1,-52,7
202109,DEU,4,3,-248,25
202109,DEU,4,2,-5,1
202109,DEU,3,4,-19,5
202109,DEU,3,2,-71.5,11
202109,DEU,4,1,-146,31
