MonthYear,Actor2CountryCode,QuadClass,SubEventType,GoldsteinScale,RecordCount
201109,AZE,4,1,-16,2
201109,BEL,4,5,-9.2,1
201109,BEL,4,4,-5,1
201109,BGD,4,4,-5,1
201109,BHR,4,3,-7.2,1
201109,BHR,4,2,-5,1
201109,BHR,4,4,-10,2
201109,BLR,4,4,-10,2
201109,BMU,4,4,-10,1
201109,BOL,3,2,-6.5,1
201109,BOL,3,4,-2,1
201109,BOL,4,4,-5,1
201109,BRA,4,4,-5,1
201109,BRN,4,4,-30,6
201109,BRN,3,3,-14,2
201109,BRN,3,2,-13,2
201109,BRN,4,3,-58,6
201109,CAN,4,3,-125,13
201109,CAN,3,4,-2,1
201109,CAN,4,5,-20,4
201109,CAN,4,1,-24,5
201109,CAN,4,4,-65,13
201109,CAN,3,5,-5,1
201109,CAN,3,2,-19.5,3
201109,CHE,4,4,-7.2,1
201109,CHE,3,4,-14,7
201109,CHE,4,1,-15,3
201109,CHE,4,5,-5,1
201109,CHE,4,3,-7.2,1
201109,CHL,3,4,-2,1
201109,COL,4,5,-10,2
201109,COL,4,4,-28,4
201109,DEU,4,3,-110,11
201109,DEU,3,2,-6.5,1
201109,DEU,4,4,-68,12
201109,DEU,4,5,-5,1
201109,DNK,4,4,-5,1
201109,DOM,4,4,-10,2
201109,DOM,4,3,-20,2
201109,EGY,4,4,-5,1
201109,EGY,3,3,-21,3
201109,EGY,4,2,-10,2
201109,EGY,3,2,-6.5,1
201109,EGY,3,1,-5.8,1
201109,EGY,4,1,-20,4
201109,ESP,4,4,-9,1
201109,EST,3,4,-2,1
201109,EST,4,1,-63,15
201109,ETH,4,3,-160,16
201109,ETH,4,4,-7.2,1
201109,FIN,3,2,-6.5,1
201109,FIN,4,4,-5,1
201109,FJI,3,2,-6.5,1
201109,FJI,4,4,-15,3
201109,FRA,3,4,-8,4
201109,FRA,4,4,-174,25
201109,FRA,3,2,-6.5,1
201109,FRA,4,2,-5,1
201109,FRA,4,5,-10,2
201109,FRA,4,3,-168,17
201109,GBR,4,4,-125,19
201109,GBR,3,2,-26,4
201109,GBR,4,3,-135.5,14
201109,GBR,4,1,-8,2
201109,GBR,3,1,-10,2
201109,GBR,3,4,-19,5
201109,GHA,1,5,-0.3,1
201109,GHA,4,3,-28,3
201109,GRC,3,1,-5.8,1
201109,GRC,4,1,-130,19
201109,GUY,4,3,-40,4
201109,HKG,3,4,-6,3
201109,HRV,4,3,-19,2
201109,HTI,4,3,-9,1
201109,HTI,4,4,-27,3
201109,IDN,3,1,-15,3
201109,IDN,3,3,-14,2
201109,IDN,4,4,-60,12
201109,IDN,4,3,-114.4,12
201109,IDN,4,5,-30,6
201109,IND,4,5,-5,1
201109,IND,4,3,-103.9,11
201109,IND,4,4,-85,16
201109,IND,4,1,-4,1
201109,IND,3,3,-2,1
201109,IRL,4,2,-5,1
201109,IRL,4,4,-10,2
201109,IRL,2,5,-2,1
201109,IRN,3,3,-11,2
201109,IRN,3,4,-30,15
201109,IRN,4,1,-118,26
201109,IRN,4,4,-35,7
201109,IRN,4,3,-20,2
201109,IRQ,4,3,-60,6
201109,IRQ,4,4,-10,2
201109,IRQ,4,1,-52,13
201109,IRQ,3,3,-11,2
201109,ISR,4,1,-5,1
201109,ISR,4,3,-40,4
201109,ISR,4,4,-20,4
201109,ISR,3,4,-5,1
201109,ITA,4,3,-90,9
201109,ITA,3,5,-10,2
201109,ITA,4,4,-23,3
201109,ITA,4,5,-10,2
201109,JAM,4,4,-10,2
201109,JOR,4,4,-5,1
201109,JPN,4,4,-179.5,26
201109,JPN,3,4,-25,11
201109,JPN,4,5,-42.6,6
201109,JPN,4,1,-104,17
201109,JPN,3,1,-15,3
201109,JPN,3,2,-45.5,7
201109,JPN,4,3,-734.3,75
201109,KAZ,4,3,-38,4
201109,KEN,4,1,-4,1
201109,KGZ,4,4,-20,4
201109,KGZ,4,5,-35,7
201109,KHM,4,4,-30,6
201109,KOR,4,4,-308,60
201109,KOR,4,3,-354.4,37
201109,KOR,4,1,-10,2
201109,KOR,3,2,-19.5,3
201109,KOR,3,1,-20,4
201109,KWT,4,4,-15,3
201109,LAO,4,2,-15,3
201109,LKA,4,3,-30,3
201109,LKA,3,3,-6,3
201109,LKA,4,4,-10,2
201109,LVA,4,4,-5,1
201109,MAC,4,5,-5,1
201109,MEX,3,4,-72,36
201109,MEX,3,1,-125,25
201109,MEX,4,1,-56,10
201109,MEX,3,2,-6.5,1
201109,MMR,4,1,-10,2
201109,MMR,4,4,-33.4,5
201109,MMR,4,3,-258,26
201109,MMR,3,3,-14,2
201109,MMR,3,2,-13,2
201109,MOZ,4,4,-5,1
201109,MYS,4,3,-229,23
201109,MYS,4,2,-5,1
201109,MYS,4,1,-5,1
201109,MYS,4,4,-95,18
201109,MYS,3,1,-15,3
201109,MYS,4,5,-15,3
201109,NAM,4,4,-38.5,5
201109,NER,4,3,-19.5,2
201109,NGA,4,3,-67.5,7
201109,NGA,3,3,-21,3
201109,NGA,4,4,-39,7
201109,NLD,4,5,-15,3
201109,NLD,4,4,-30,6
201109,NLD,4,3,-10,1
201109,NLD,3,4,-2,1
201109,NLD,3,1,-10,2
201109,NLD,4,2,-5,1
201109,NOR,4,4,-5,1
201109,NPL,4,3,-179.5,18
201109,NPL,4,5,-18.4,2
201109,NPL,3,1,-5,1
201109,NPL,4,1,-8,2
201109,NPL,4,4,-65,13
201109,NZL,4,4,-30,6
201109,NZL,4,3,-20,2
201109,NZL,4,5,-15,3
201109,OMN,4,4,-5,1
201109,OMN,4,3,-10,1
201109,PAK,3,3,-298,49
201109,PAK,3,1,-20,4
201109,PAK,4,3,-453.5,47
201109,PAK,4,2,-10,2
201109,PAK,3,2,-32.5,5
201109,PAK,4,4,-190,24
201109,PAK,3,5,-10,5
201109,PAK,4,1,-81,18
201109,PAN,3,2,-19.5,3
201109,PAN,4,3,-7.2,1
201109,PHL,3,3,-6,3
201109,PHL,4,4,-168,30
201109,PHL,4,3,-237.4,25
201109,PHL,3,2,-78,12
201109,PHL,4,5,-39.2,7
201109,PHL,4,2,-10,2
201109,PHL,3,4,-40,20
201109,PHL,4,1,-22,5
201109,POL,4,4,-10,2
201109,POL,4,3,-10,1
201109,PRK,4,4,-25,5
201109,PRK,4,5,-40,8
201109,PRK,4,3,-153,16
201109,PRK,3,2,-26,4
201109,PRK,3,1,-23.2,4
201109,PRK,3,4,-8,4
201109,PRK,4,1,-98,14
201109,PRK,3,3,-42,6
201109,PRT,4,3,-60,6
201109,PRT,4,1,-126,18
201109,RUS,3,4,-16,8
201109,RUS,4,3,-527.2,53
201109,RUS,4,1,-71,11
201109,RUS,4,5,-14.2,2
201109,RUS,4,4,-15,3
201109,RUS,3,1,-23.2,4
201109,SAU,4,4,-9,1
201109,SDN,4,3,-10,1
201109,SGP,4,3,-20,2
201109,SGP,4,4,-73,10
201109,SGP,4,5,-5,1
201109,SGP,3,1,-5,1
201109,SOM,4,3,-20,2
201109,SWE,3,4,-6,3
201109,SWE,4,4,-10,2
201109,SYR,4,1,-80,10
201109,SYR,4,4,-14.4,2
201109,SYR,3,2,-97.5,15
201109,SYR,4,5,-5,1
201109,SYR,3,1,-30,6
201109,SYR,4,3,-60,6
201109,SYR,3,4,-4,2
201109,TCD,4,5,-10,2
201109,TGO,4,4,-5,1
201109,TGO,4,1,-4,1
201109,THA,4,3,-369,37
201109,THA,4,1,-8,2
201109,THA,4,5,-10,2
201109,THA,4,4,-185,23
201109,THA,4,2,-5,1
201109,TJK,4,4,-20,4
201109,TKM,4,4,-10,2
201109,TKM,4,3,-7.2,1
201109,TTO,4,4,-5,1
201109,TUR,4,3,-127.2,13
201109,TUR,4,5,-5,1
201109,TUR,4,4,-20,4
201109,UGA,4,4,-5,1
201109,UGA,4,3,-40,4
201109,UKR,4,4,-10,2
201109,USA,4,2,-95,19
201109,USA,4,3,-1943.2,199
201109,USA,3,3,-133,20
201109,USA,4,1,-405,83
201109,USA,4,4,-1052.2,176
201109,USA,3,4,-203,94
201109,USA,2,3,-4,2
201109,USA,3,1,-158.6,29
201109,USA,3,5,-8,2
201109,USA,3,2,-304,46
201109,USA,4,5,-376.6,56
201109,USA,1,5,-0.9,3
201109,VEN,4,1,-16,2
201109,VNM,3,3,-2,1
201109,VNM,3,2,-123.5,19
201109,VNM,4,4,-278,54
201109,VNM,4,1,-10,2
201109,VNM,4,3,-1036,104
201109,VNM,3,4,-23,7
201109,YEM,3,4,-4,2
201109,YEM,3,2,-6.5,1
201109,YEM,4,3,-60,6
201109,YEM,1,3,-0.3,1
201109,ZAF,4,3,-50,5
201109,ZAF,4,5,-25,5
201109,ZAF,4,4,-10,2
201109,ZMB,4,1,-32,8
201109,ZMB,3,4,-4,2
201109,ZMB,3,1,-21,3
201109,ZMB,4,3,-60,6
201109,ZMB,4,4,-5,1
201109,ZWE,3,1,-10,2
201109,ZWE,4,3,-20,2
201109,ZWE,4,4,-5,1
201110,AFG,4,4,-5,1
201110,AFG,3,2,-6.5,1
201110,AFG,4,5,-15,3
201110,AFG,3,3,-84,12
201110,AFG,4,3,-190,19
201110,AGO,4,4,-5,1
201110,AGO,4,3,-60,6
201110,ARE,4,3,-10,1
201110,ARG,4,3,-29.5,3
201110,AUS,4,2,-5,1
201110,AUS,4,3,-178.5,18
201110,AUS,4,5,-15,3
201110,AUS,4,1,-4,1
201110,AUS,4,4,-101.5,13
201110,AUS,3,4,-5,1
201110,AUT,4,1,-8,2
201110,BEL,4,1,-4,1
201110,BEL,3,2,-13,2
201110,BGD,4,3,-40,4
201110,BGD,4,4,-10,2
201110,BGD,4,5,-25,5
201110,BGR,4,4,-9.5,1
201110,BGR,4,3,-59.5,6
201110,BHR,4,3,-40,4
201110,BHR,4,1,-16,2
201110,BOL,4,1,-8,2
201110,BRA,3,4,-4,2
201110,BRN,4,1,-24,6
201110,BRN,4,4,-45,9
201110,BRN,4,3,-179.5,18
201110,CAN,4,3,-76.5,8
201110,CAN,4,5,-5,1
201110,CHE,4,3,-10,1
201110,CHE,3,4,-2,1
201110,CUB,3,5,-10,2
201110,CUB,4,4,-10,2
201110,DEU,4,4,-30,6
201110,DEU,4,5,-9.2,1
201110,DEU,3,4,-25,5
201110,DEU,3,3,-7,1
201110,DEU,4,3,-158,16
201110,DNK,4,4,-10,2
201110,DOM,4,3,-50,5
201110,DOM,4,4,-25,5
201110,ECU,4,5,-10,2
201110,ECU,4,3,-9.5,1
201110,ECU,3,2,-6.5,1
201110,EGY,4,3,-20,2
201110,EGY,3,2,-39,6
201110,EGY,4,5,-20,4
201110,ESP,4,5,-10,2
201110,ESP,3,2,-19.5,3
201110,ESP,4,3,-370,37
201110,EST,4,1,-12,3
201110,ETH,4,4,-14.4,2
201110,ETH,4,3,-40,4
201110,FRA,4,5,-10,2
201110,FRA,3,4,-4,2
201110,FRA,4,4,-24,4
201110,FRA,4,3,-40,4
201110,FRA,4,2,-5,1
201110,FRA,4,1,-37,7
201110,FRA,3,2,-13,2
201110,FSM,3,1,-5.8,1
201110,GBR,3,3,-6,3
201110,GBR,3,4,-14,4
201110,GBR,4,1,-20,5
201110,GBR,4,3,-269,27
201110,GBR,4,5,-15,3
201110,GBR,3,2,-144,20
201110,GBR,4,4,-182,24
201110,GHA,4,2,-5,1
201110,GHA,4,1,-4,1
201110,GIN,3,3,-14,2
201110,GRC,4,4,-15,2
201110,HRV,3,1,-5.8,1
201110,IDN,3,2,-19.5,3
201110,IDN,3,3,-7,1
201110,IDN,4,1,-8,2
201110,IDN,4,4,-15,3
201110,IND,3,2,-117,18
201110,IND,4,4,-29.5,4
201110,IND,4,3,-84,9
201110,IRL,4,5,-15,3
201110,IRL,4,4,-5,1
201110,IRN,4,4,-58,6
201110,IRN,4,1,-28,7
201110,IRN,3,4,-29,7
201110,IRN,4,3,-40,4
201110,IRN,3,2,-10,2
201110,IRQ,4,4,-7.2,1
201110,IRQ,4,3,-70,7
201110,ISR,3,2,-19.5,3
201110,ISR,4,4,-18,2
201110,ISR,4,3,-58.5,6
201110,ISR,4,1,-16,2
201110,ITA,4,4,-61,11
201110,ITA,4,3,-99,10
201110,JOR,4,3,-10,1
201110,JOR,3,2,-13,2
201110,JOR,4,4,-25,5
201110,JPN,4,5,-29.2,5
201110,JPN,4,3,-325.6,34
201110,JPN,4,4,-238.1,35
201110,JPN,3,4,-2,1
201110,JPN,4,1,-12,3
201110,KEN,4,4,-23.5,3
201110,KEN,4,3,-20,2
201110,KGZ,3,4,-5,1
201110,KGZ,4,3,-50,5
201110,KHM,4,4,-5,1
201110,KOR,4,5,-33.4,5
201110,KOR,4,4,-211.6,41
201110,KOR,4,1,-23,5
201110,KOR,4,3,-144.5,15
201110,KOR,1,3,-0.9,3
201110,LAO,4,4,-5,1
201110,LAO,4,3,-30,3
201110,LBN,4,4,-5,1
201110,LKA,4,4,-25,5
201110,LKA,4,3,-106,11
201110,LKA,4,5,-9.2,1
201110,LTU,4,1,-4,1
201110,MEX,3,4,-12,6
201110,MEX,4,4,-10,1
201110,MMR,4,4,-20,4
201110,MMR,3,4,-14,7
201110,MMR,4,1,-68,13
201110,MMR,4,3,-368,37
201110,MMR,4,5,-20,4
201110,MMR,3,2,-39,6
201110,MNG,3,4,-4,2
201110,MNG,4,4,-17.2,2
201110,MNG,4,3,-100,10
201110,MYS,4,2,-15,3
201110,MYS,4,4,-50,8
201110,MYS,4,3,-89,9
201110,MYS,3,2,-6.5,1
201110,MYS,4,1,-21,3
201110,MYS,4,5,-33.4,5
201110,NAM,4,4,-10,1
201110,NAM,4,1,-4,1
201110,NGA,4,3,-10,1
201110,NGA,4,4,-10,1
201110,NLD,4,3,-10,1
201110,NLD,3,4,-5,1
201110,NLD,4,5,-19.2,3
201110,NLD,4,4,-15,3
201110,NOR,4,1,-28,4
201110,NOR,4,4,-55,11
201110,NPL,4,4,-10,2
201110,NPL,4,3,-9,1
201110,NPL,3,2,-13,2
201110,NZL,3,4,-10,2
201110,NZL,4,1,-8,2
201110,NZL,4,4,-30,6
201110,NZL,4,3,-29,3
201110,OMN,4,3,-20,2
201110,OMN,4,4,-5,1
201110,PAK,4,5,-5,1
201110,PAK,4,4,-41.6,7
201110,PAK,3,3,-28,4
201110,PAK,4,3,-266.6,29
201110,PAK,3,2,-19.5,3
201110,PAK,4,1,-8,2
201110,PAN,4,4,-5,1
201110,PHL,3,4,-6,3
201110,PHL,3,2,-26,4
201110,PHL,4,2,-10,2
201110,PHL,4,1,-4,1
201110,PHL,4,4,-222.2,33
201110,PHL,3,3,-14,2
201110,PHL,4,3,-478.4,52
201110,PHL,4,5,-143.8,17
201110,PNG,4,5,-10,2
201110,POL,4,3,-10,1
201110,POL,4,4,-16,2
201110,PRK,4,3,-28.5,3
201110,PRK,4,4,-135,27
201110,PRK,4,1,-82,14
201110,PRT,4,3,-30,3
201110,RUS,4,4,-217.5,39
201110,RUS,4,1,-229,33
201110,RUS,3,2,-136,23
201110,RUS,4,3,-192.7,20
201110,RUS,4,5,-25,5
201110,RUS,3,3,-25,5
201110,RUS,3,4,-8,4
201110,RUS,3,1,-35,7
201110,SAU,4,3,-28.8,4
201110,SAU,4,4,-187.2,20
201110,SAU,3,2,-19.5,3
201110,SDN,4,3,-80,8
201110,SDN,4,4,-14,2
201110,SOM,4,3,-60,6
201110,SRB,4,1,-8,2
201110,SVK,4,1,-8,2
201110,SVK,4,3,-30,3
201110,SWE,4,3,-30,3
201110,SWE,4,1,-8,2
201110,SWE,4,4,-5,1
201110,SYR,3,1,-258.6,45
201110,SYR,4,1,-36,5
201110,SYR,3,2,-166.5,25
201110,SYR,4,4,-10,2
201110,SYR,3,4,-6,3
201110,SYR,4,3,-40,4
201110,SYR,1,2,-3.9,13
201110,SYR,4,5,-82.8,9
201110,TCD,4,3,-9,1
201110,TGO,4,1,-8,2
201110,THA,4,4,-105,21
201110,THA,3,4,-26,7
201110,THA,4,2,-5,1
201110,THA,4,5,-28.4,4
201110,THA,4,3,-972,100
201110,THA,3,3,-35,5
201110,THA,4,1,-36,9
201110,TJK,4,3,-9.5,1
201110,TUN,3,2,-32.5,5
201110,TUR,1,3,-0.6,2
201110,TUR,4,4,-20,4
201110,TUR,4,3,-37.2,4
201110,UKR,4,4,-5,1
201110,UKR,4,2,-5,1
201110,UKR,4,1,-16,4
201110,USA,4,2,-80,16
201110,USA,3,3,-200,35
201110,USA,3,5,-10,2
201110,USA,3,1,-115,23
201110,USA,4,5,-102.6,18
201110,USA,4,1,-491,86
201110,USA,4,4,-626.5,100
201110,USA,4,3,-1788.5,184
201110,USA,3,2,-306.5,48
201110,USA,3,4,-179,61
201110,VEN,4,3,-40,4
201110,VNM,4,1,-56,14
201110,VNM,4,3,-660.6,67
201110,VNM,4,5,-23.4,3
201110,VNM,4,4,-75,15
201110,VNM,3,4,-14,7
201110,VNM,3,2,-58.5,9
201110,YEM,4,4,-10,1
201110,YEM,4,3,-49,5
201110,YEM,3,2,-15,2
201110,ZAF,4,2,-25,5
201110,ZAF,4,3,-19,2
201110,ZAF,4,1,-20,5
201110,ZAF,4,5,-15,3
201110,ZMB,3,2,-19.5,3
201110,ZMB,4,1,-24,6
201110,ZMB,4,4,-10,1
201110,ZMB,2,5,-4,2
201110,ZMB,3,4,-15,3
201110,ZMB,4,3,-10,1
201110,ZWE,4,4,-20,4
201111,AFG,4,4,-75,15
201111,AFG,4,5,-10,2
201111,AFG,4,3,-239,24
201111,AGO,4,4,-20,4
201111,ARG,3,1,-5,1
201111,AUS,4,3,-178.5,21
201111,AUS,3,2,-13,2
201111,AUS,3,3,-7,1
201111,AUS,4,4,-325.5,62
201111,AUS,3,1,-15,3
201111,AUS,4,1,-50,11
201111,AUT,3,2,-45.5,7
201111,AUT,4,5,-5,1
201111,BGD,4,1,-7,1
201111,BOL,4,3,-20,2
201111,BRA,4,4,-5,1
201111,BRA,4,3,-47.5,5
201111,BRA,3,4,-16,8
201111,BRN,3,2,-22.5,3
201111,BRN,4,4,-32.2,6
201111,BRN,4,3,-143.6,18
201111,BRN,3,1,-75,15
201111,BRN,4,1,-8,2
201111,BWA,3,4,-4,2
201111,BWA,4,5,-10,2
201111,CAN,4,5,-5,1
201111,CAN,3,5,-8,2
201111,CAN,3,2,-8,2
201111,CAN,4,3,-118.5,12
201111,CAN,4,1,-14,2
201111,CAN,4,4,-25,4
201111,CHE,4,4,-20,4
201111,CHE,4,3,-10,1
201111,CHE,3,4,-20,4
201111,CHE,4,5,-5,1
201111,COD,4,5,-10,2
201111,CUB,4,3,-9.5,1
201111,CYM,4,3,-10,1
201111,CYM,4,4,-25,3
201111,DEU,3,4,-6,3
201111,DEU,4,4,-75,14
201111,DEU,3,2,-13,2
201111,DEU,3,1,-23.2,4
201111,DEU,4,3,-19.5,2
201111,DNK,4,3,-70,7
201111,DNK,3,3,-21,3
201111,DZA,4,4,-5,1
201111,ECU,3,2,-10,2
201111,ECU,4,3,-9,1
201111,EGY,4,3,-226,23
201111,EGY,3,2,-32.5,5
201111,EGY,1,2,-0.3,1
201111,EGY,4,4,-25,4
201111,EGY,4,5,-9.2,1
201111,EGY,4,1,-4,1
201111,EGY,1,3,-0.6,2
201111,EGY,3,3,-14,2
201111,ESP,3,2,-58.5,9
201111,ESP,4,1,-36,9
201111,FRA,3,1,-23.2,4
201111,FRA,4,3,-37.2,4
201111,FRA,4,1,-4,1
201111,FRA,4,5,-14.2,2
201111,FRA,3,2,-30,5
201111,FRA,4,4,-85,15
201111,FSM,4,3,-10,1
201111,GBR,4,2,-5,1
201111,GBR,3,2,-46.5,7
201111,GBR,3,1,-34.8,6
201111,GBR,4,4,-40,6
201111,GBR,4,3,-180,18
201111,GBR,3,3,-30,10
201111,GBR,4,5,-10,2
201111,GBR,4,1,-68,13
201111,GHA,4,4,-45,9
201111,GHA,3,4,-10,2
201111,GHA,4,5,-5,1
201111,GIN,4,5,-5,1
201111,GRC,3,2,-13,2
201111,GRC,4,4,-30,3
201111,GRC,4,3,-30,3
201111,GRC,4,1,-12,3
201111,GRC,3,3,-4,2
201111,HKG,4,4,-10,1
201111,HUN,3,2,-13,2
201111,HUN,3,1,-10,2
201111,IDN,3,1,-90,18
201111,IDN,4,1,-7,1
201111,IDN,3,5,-2,1
201111,IDN,4,4,-104,19
201111,IDN,3,4,-5,1
201111,IND,3,5,-14,4
201111,IND,4,5,-14.2,2
201111,IND,3,2,-91,14
201111,IND,4,4,-49.5,9
201111,IND,4,3,-124,14
201111,IND,4,2,-15,3
201111,IND,3,1,-5,1
201111,IND,4,1,-24,6
201111,IND,3,4,-2,1
201111,IRL,4,4,-5,1
201111,IRN,1,5,-0.3,1
201111,IRN,4,1,-319,43
201111,IRN,4,3,-106,11
201111,IRN,3,1,-39.8,7
201111,IRN,3,3,-126,18
201111,IRN,4,4,-34.4,4
201111,IRQ,4,4,-23.9,3
201111,IRQ,4,3,-20,2
201111,ISL,3,2,-4,1
201111,ISR,4,4,-19,3
201111,ISR,4,3,-20,2
201111,ISR,3,3,-2,1
201111,ISR,3,2,-6.5,1
201111,ITA,3,2,-10.5,2
201111,ITA,4,4,-50,10
201111,ITA,4,3,-10,1
201111,ITA,4,1,-12,3
201111,JAM,3,3,-7,1
201111,JOR,4,3,-10,1
201111,JPN,4,3,-285,29
201111,JPN,4,5,-37.6,5
201111,JPN,3,2,-58.5,9
201111,JPN,3,4,-21,9
201111,JPN,4,1,-94,19
201111,JPN,4,4,-374.4,69
201111,JPN,3,3,-49,17
201111,KAZ,4,3,-40,4
201111,KEN,4,4,-30,6
201111,KEN,4,5,-10,2
201111,KGZ,4,5,-10,2
201111,KGZ,4,3,-29.5,3
201111,KHM,4,4,-14,2
201111,KOR,3,4,-15,3
201111,KOR,3,5,-10,2
201111,KOR,3,3,-21,3
201111,KOR,4,4,-118.5,20
201111,KOR,4,5,-55.2,6
201111,KOR,4,1,-7,1
201111,KOR,3,2,-39,6
201111,KOR,4,3,-300,30
201111,KOR,3,1,-5,1
201111,KWT,4,4,-14.4,2
201111,KWT,4,3,-9,1
201111,LAO,4,3,-60,6
201111,LBN,4,4,-10,2
201111,LBR,3,4,-4,2
201111,LBR,4,1,-48,6
201111,LKA,3,2,-58.5,9
201111,MAC,4,4,-35,7
201111,MEX,4,3,-50,5
201111,MEX,4,4,-10,2
201111,MKD,4,4,-20,4
201111,MLT,4,5,-5,1
201111,MMR,4,5,-45,9
201111,MMR,4,1,-9,2
201111,MMR,3,1,-5,1
201111,MMR,3,2,-6.5,1
201111,MMR,4,3,-135.2,14
201111,MMR,4,4,-85,9
201111,MNG,3,2,-97.5,15
201111,MNG,4,3,-18,2
201111,MNG,4,4,-5,1
201111,MNG,3,4,-28,14
201111,MNG,4,1,-14,2
201111,MNG,3,3,-7,1
201111,MOZ,4,3,-20,2
201111,MYS,3,3,-6,3
201111,MYS,4,3,-50,5
201111,MYS,4,5,-40,8
201111,MYS,4,4,-55,11
201111,MYS,3,2,-6.5,1
201111,NAM,4,4,-15,3
201111,NER,4,4,-10,1
201111,NER,4,3,-40,4
201111,NGA,4,3,-70,7
201111,NGA,4,4,-10,1
201111,NGA,4,1,-10,2
201111,NLD,4,3,-10,1
201111,NLD,3,3,-6,3
201111,NLD,3,2,-13,2
201111,NLD,4,4,-20,4
201111,NOR,4,3,-60,6
201111,NOR,3,1,-15.8,3
201111,NOR,3,3,-84,12
201111,NPL,4,4,-45,8
201111,NPL,4,5,-25,5
201111,NPL,3,2,-328,50
201111,NPL,4,1,-15,3
201111,NPL,4,3,-58.5,6
201111,NPL,3,4,-10,2
201111,NZL,4,3,-40,4
201111,NZL,4,4,-10,2
201111,OMN,4,3,-10,1
201111,OMN,3,2,-13,2
201111,PAK,3,3,-14,2
201111,PAK,4,3,-389.2,42
201111,PAK,3,4,-6,3
201111,PAK,3,2,-13,2
201111,PAK,4,4,-46.6,8
201111,PER,4,4,-10,2
201111,PER,3,4,-2,1
201111,PER,4,3,-9.5,1
201111,PHL,3,2,-136.5,21
201111,PHL,4,3,-367.2,37
201111,PHL,3,4,-55,26
201111,PHL,3,3,-20,10
201111,PHL,3,1,-15,3
201111,PHL,4,5,-27.6,3
201111,PHL,3,5,-14,4
201111,PHL,4,4,-235,36
201111,POL,4,3,-10,1
201111,POL,4,4,-10,2
201111,PRK,4,4,-169,33
201111,PRK,4,3,-194.7,20
201111,PRK,3,4,-4,2
201111,PRT,4,3,-40,4
201111,QAT,4,4,-15,2
201111,RUS,4,1,-12,3
201111,RUS,3,4,-2,1
201111,RUS,3,1,-35,7
201111,RUS,4,3,-158,16
201111,RUS,4,4,-113.4,21
201111,RUS,3,3,-156,33
201111,RUS,3,2,-19.5,3
201111,RUS,4,5,-54.2,10
201111,SAU,4,3,-20,2
201111,SAU,4,4,-25,3
201111,SDN,3,4,-5,1
201111,SDN,3,2,-6.5,1
201111,SDN,4,3,-40,4
201111,SGP,4,1,-16,2
201111,SGP,3,2,-6.5,1
201111,SGP,4,4,-5,1
201111,SOM,4,4,-28.5,3
201111,SOM,4,3,-29.5,3
201111,SWE,4,3,-10,1
201111,SWE,3,2,-13,2
201111,SWE,4,1,-16,2
201111,SYR,3,1,-17.4,3
201111,SYR,3,2,-50.5,10
201111,SYR,4,5,-5,1
201111,SYR,4,3,-70,7
201111,SYR,3,3,-23,7
201111,SYR,4,4,-19,3
201111,SYR,4,1,-136,17
201111,THA,4,5,-5,1
201111,THA,3,2,-10.5,2
201111,THA,4,3,-378,38
201111,THA,4,4,-52.5,6
201111,THA,3,3,-6,3
201111,THA,4,1,-12,3
201111,TJK,4,3,-20,2
201111,TUN,4,4,-20,4
201111,TUR,3,2,-13,2
201111,TUR,4,3,-180,18
201111,TZA,4,4,-10,2
201111,TZA,4,5,-27.6,3
201111,UKR,4,4,-5,1
201111,UKR,4,5,-5,1
201111,USA,4,3,-1878.8,194
201111,USA,4,1,-378,67
201111,USA,3,4,-264,102
201111,USA,2,3,-12,6
201111,USA,3,3,-143,29
201111,USA,3,1,-26.6,5
201111,USA,4,5,-240,48
201111,USA,4,4,-762.4,122
201111,USA,4,2,-50,10
201111,USA,1,5,-0.9,3
201111,USA,3,2,-258.5,40
201111,VEN,4,3,-30,3
201111,VEN,4,4,-20,3
201111,VNM,4,4,-115,23
201111,VNM,3,4,-18,9
201111,VNM,3,3,-84,12
201111,VNM,4,3,-787.6,80
201111,VNM,4,5,-15,3
201111,VNM,3,2,-32.5,5
201111,YEM,3,1,-10,2
201111,YEM,4,3,-40,4
201111,YEM,3,3,-7,1
201111,ZAF,4,3,-20,2
201111,ZAF,4,4,-5,1
201111,ZMB,4,4,-40,8
201111,ZMB,4,3,-9,1
201111,ZWE,4,1,-44,11
201111,ZWE,4,5,-15,3
201111,ZWE,4,3,-27,3
201111,ZWE,3,2,-13,2
201111,ZWE,4,2,-30,6
201112,AFG,4,4,-101.4,14
201112,AFG,4,1,-8,1
201112,AFG,3,3,-7,1
201112,AFG,4,3,-100,10
201112,ARE,4,3,-27.5,3
201112,ARE,4,4,-59.4,11
201112,ARG,4,5,-9.2,1
201112,ARM,4,4,-15,3
201112,ARM,4,1,-12,3
201112,AUS,3,2,-32.5,5
201112,AUS,4,1,-64,14
201112,AUS,3,4,-6,3
201112,AUS,4,4,-380,76
201112,AUS,4,5,-18.4,2
201112,AUS,4,3,-9.5,1
201112,AUT,4,4,-5,1
201112,BEL,4,4,-5,1
201112,BEL,4,3,-20,2
201112,BGD,3,2,-6.5,1
201112,BGD,4,5,-15,3
201112,BGD,3,4,-2,1
201112,BGD,4,3,-10,1
201112,BLR,3,2,-13,2
201112,BMU,4,4,-10,2
201112,BRA,4,3,-9.5,1
201112,BRN,4,1,-4,1
201112,BRN,4,3,-47.5,5
201112,BRN,4,4,-5,1
201112,CAN,4,5,-45,9
