YEAR,Actor2CountryCode,QuadClass,GoldsteinScale,Record Count
2013,AUS,4,-4987.799999999997,759
2013,AUS,3,-3973.9000000000083,1136
2013,AUT,2,-12,6
2013,AUT,3,-137.3,43
2013,AUT,4,-180,25
2013,AUT,1,-0.6,2
2013,AZE,4,-30,4
2013,AZE,1,-6,3
2013,AZE,3,-66.5,18
2013,AZE,2,0,0
2013,BEL,2,-46,23
2013,BEL,3,-465.0999999999999,152
2013,BEL,1,-18.600000000000005,32
2013,BEL,4,-312.4,48
2013,BGD,1,-25.49999999999999,61
2013,BGD,4,-384.8,56
2013,BGD,2,-22,11
2013,BGD,3,-228.10000000000002,74
2013,BGR,2,-16,8
2013,BGR,3,-34,10
2013,BGR,4,-180,20
2013,BGR,1,0,0
2013,BHR,2,-16,8
2013,BHR,4,-135.2,19
2013,BHR,3,-52.8,12
2013,BHR,1,0,0
2013,BIH,1,0,0
2013,BIH,2,0,0
2013,BIH,3,0,0
2013,BIH,4,0,0
2013,BLR,3,-106.1,30
2013,BLR,4,-110,19
2013,BLR,1,-1.6,4
2013,BLR,2,-10,5
2013,BMU,1,0,0
2013,BMU,2,0,0
2013,BMU,3,0,0
2013,BMU,4,0,0
2013,BOL,4,-44.2,7
2013,BOL,3,-25,8
2013,BOL,2,-6,3
2013,BOL,1,0,0
2013,BRA,3,-714.4,183
2013,BRA,2,-120,60
2013,BRA,1,-20.69999999999999,40
2013,BRA,4,-557.4,71
2013,BRN,3,-2080.100000000001,668
2013,BRN,2,-60,30
2013,BRN,4,-1108.5000000000007,130
2013,BRN,1,-63.1999999999999,111
2013,BWA,4,-20,2
2013,BWA,3,-34,14
2013,BWA,1,-0.4,1
2013,BWA,2,-2,1
2013,CAN,4,-3493.7999999999997,476
2013,CAN,1,-116.50000000000007,143
2013,CAN,3,-1681.1000000000004,506
2013,CAN,2,-288,144
2013,CHE,4,-1192.7000000000003,181
2013,CHE,3,-738.7999999999998,230
2013,CHE,2,-88,44
2013,CHE,1,-4.8,12
2013,CHL,3,-41.8,13
2013,CHL,2,-10,5
2013,CHL,4,-70,12
2013,CHL,1,0,0
2013,CMR,3,-8,3
2013,CMR,4,-40,6
2013,CMR,1,-0.8,2
2013,CMR,2,0,0
2013,COD,3,-25,6
2013,COD,4,-55,11
2013,COD,2,-2,1
2013,COD,1,0,0
2013,COG,1,-8.000000000000002,8
2013,COG,4,-108.5,16
2013,COG,3,-22.4,9
2013,COG,2,0,0
2013,COL,4,-110.7,15
2013,COL,3,-72.5,21
2013,COL,1,0,0
2013,COL,2,0,0
2013,CRI,3,-66,19
2013,CRI,1,-0.4,1
2013,CRI,2,-4,2
2013,CRI,4,-58,8
2013,CUB,2,-8,4
2013,CUB,4,-198.39999999999998,26
2013,CUB,3,-214,82
2013,CUB,1,-17.9,29
2013,CYM,4,-115.7,15
2013,CYM,3,-43.9,12
2013,CYM,2,-6,3
2013,CYM,1,0,0
2013,CYP,1,-0.4,1
2013,CYP,4,-99.6,19
2013,CYP,3,-47.699999999999996,14
2013,CYP,2,-42,21
2013,CZE,2,-6,3
2013,CZE,4,-113.9,14
2013,CZE,1,-1,3
2013,CZE,3,-38.6,10
2013,DEU,1,-49.99999999999994,88
2013,DEU,3,-1643.8000000000006,600
2013,DEU,4,-1821.2,252
2013,DEU,2,-200,100
2013,DJI,1,0,0
2013,DJI,2,0,0
2013,DJI,3,0,0
2013,DJI,4,0,0
2013,DNK,4,-133,24
2013,DNK,1,-2.8,8
2013,DNK,3,-199.6,68
2013,DNK,2,-8,4
2013,DOM,3,-36,10
2013,DOM,4,-10,1
2013,DOM,1,0,0
2013,DOM,2,0,0
2013,DZA,4,-182,20
2013,DZA,3,-39.3,9
2013,DZA,1,0,0
2013,DZA,2,0,0
2013,ECU,1,-17.5,22
2013,ECU,4,-106,15
2013,ECU,2,-6,3
2013,ECU,3,-133.8,46
2013,EGY,3,-689.1999999999998,173
2013,EGY,4,-1475.2000000000003,178
2013,EGY,1,-20.09999999999999,42
2013,EGY,2,-154,77
2013,ESP,4,-1715.2,289
2013,ESP,3,-1068.6999999999998,301
2013,ESP,1,-16.6,50
2013,ESP,2,-28,14
2013,EST,3,-17,4
2013,EST,4,-32,7
2013,EST,1,0,0
2013,EST,2,0,0
2013,ETH,4,-455.59999999999997,51
2013,ETH,1,-1.2000000000000002,3
2013,ETH,3,-157.4,35
2013,ETH,2,0,0
2013,FIN,3,-148.8,50
2013,FIN,1,-3.8,11
2013,FIN,2,-26,13
2013,FIN,4,-433,52
2013,FJI,3,-60.4,17
2013,FJI,2,-20,10
2013,FJI,4,-252.39999999999998,46
2013,FJI,1,0,0
2013,FRA,3,-3549.200000000002,1260
2013,FRA,1,-63.399999999999906,122
2013,FRA,2,-294,147
2013,FRA,4,-2715.4999999999986,393
2013,FSM,1,-4.9,9
2013,FSM,4,-29,4
2013,FSM,3,-74.69999999999999,22
2013,FSM,2,-6,3
2013,GAB,4,-109,18
2013,GAB,3,-18,3
2013,GAB,1,0,0
2013,GAB,2,0,0
2013,GBR,4,-13145.300000000003,1860
2013,GBR,1,-126.00000000000021,281
2013,GBR,2,-480,240
2013,GBR,3,-6788.599999999992,2324
2013,GEO,1,0,0
2013,GEO,2,0,0
2013,GEO,3,0,0
2013,GEO,4,0,0
2013,GHA,1,-3.5999999999999996,9
2013,GHA,4,-2745.4,435
2013,GHA,2,-44,22
2013,GHA,3,-444.4999999999997,126
2013,GIN,3,-15,4
2013,GIN,4,-35,4
2013,GIN,1,-0.3,1
2013,GIN,2,0,0
2013,GNB,4,-50,7
2013,GNB,1,0,0
2013,GNB,2,0,0
2013,GNB,3,0,0
2013,GRC,3,-223,55
2013,GRC,4,-169.2,23
2013,GRC,1,-2.4,6
2013,GRC,2,0,0
2013,GUY,2,-2,1
2013,GUY,4,-109,13
2013,GUY,1,-4,2
2013,GUY,3,-23,8
2013,HKG,1,-2.3,8
2013,HKG,2,-32,16
2013,HKG,3,-276.20000000000005,107
2013,HKG,4,-116.7,16
2013,HND,4,-10,1
2013,HND,3,-4,2
2013,HND,1,0,0
2013,HND,2,0,0
2013,HRV,4,-32.5,6
2013,HRV,3,-43,11
2013,HRV,1,0,0
2013,HRV,2,0,0
2013,HTI,3,-19.5,5
2013,HTI,4,-25,3
2013,HTI,2,-4,2
2013,HTI,1,0,0
2013,HUN,4,-14,2
2013,HUN,3,-37,7
2013,HUN,1,0,0
2013,HUN,2,0,0
2013,IDN,4,-2310.2,335
2013,IDN,1,-21.599999999999994,43
2013,IDN,3,-1008.0999999999991,280
2013,IDN,2,-134,67
2013,IND,1,-63.799999999999905,117
2013,IND,3,-1461.700000000001,416
2013,IND,4,-3413.399999999999,463
2013,IND,2,-88,44
2013,IRL,3,-683.5999999999998,212
2013,IRL,4,-2450.3,332
2013,IRL,1,-44.29999999999999,51
2013,IRL,2,-78,39
2013,IRN,4,-3337.5,478
2013,IRN,3,-2307.7000000000016,611
2013,IRN,1,-118.00000000000011,163
2013,IRN,2,-96,48
2013,IRQ,2,-22,11
2013,IRQ,1,-2,5
2013,IRQ,3,-247.3,67
2013,IRQ,4,-996.9000000000003,109
2013,ISL,3,-42,9
2013,ISL,4,-43.5,6
2013,ISL,1,0,0
2013,ISL,2,0,0
2013,ISR,4,-1571.4,210
2013,ISR,2,-56,28
2013,ISR,3,-1029.5999999999992,291
2013,ISR,1,-17.30000000000001,45
2013,ITA,1,-9.200000000000001,15
2013,ITA,3,-648.6999999999997,212
2013,ITA,2,-44,22
2013,ITA,4,-1783.5000000000005,253
2013,JAM,4,-188.39999999999998,28
2013,JAM,3,-52.599999999999994,17
2013,JAM,2,-26,13
2013,JAM,1,-0.5,2
2013,JOR,3,-80.8,25
2013,JOR,4,-100,12
2013,JOR,1,-13.200000000000005,29
2013,JOR,2,0,0
2013,JPN,4,-28028.400000000107,3597
2013,JPN,1,-833.6999999999983,1488
2013,JPN,2,-808,404
2013,JPN,3,-32886.30000000003,10553
2013,KAZ,3,-79,21
2013,KAZ,4,-511.99999999999994,71
2013,KAZ,1,-9.600000000000003,24
2013,KAZ,2,-10,5
2013,KEN,4,-1442.2,216
2013,KEN,3,-508.9999999999998,153
2013,KEN,1,-26,22
2013,KEN,2,-20,10
2013,KGZ,3,-162.9,49
2013,KGZ,1,-7.300000000000001,19
2013,KGZ,4,-581.7,77
2013,KGZ,2,-18,9
2013,KHM,1,-9.500000000000002,23
2013,KHM,3,-282.2000000000001,75
2013,KHM,2,-32,16
2013,KHM,4,-867.9000000000002,126
2013,KOR,3,-7227.399999999989,2301
2013,KOR,1,-121.9000000000002,246
2013,KOR,4,-7549.499999999993,995
2013,KOR,2,-300,150
2013,KWT,4,-20,3
2013,KWT,3,-16,7
2013,KWT,1,0,0
2013,KWT,2,0,0
2013,LAO,3,-115.00000000000004,32
2013,LAO,4,-637,90
2013,LAO,2,-4,2
2013,LAO,1,-2.4,6
2013,LBN,4,-446.9,48
2013,LBN,2,-8,4
2013,LBN,1,-3.9999999999999996,10
2013,LBN,3,-189.8,57
2013,LBR,3,-15.4,4
2013,LBR,4,-76.8,14
2013,LBR,1,0,0
2013,LBR,2,0,0
2013,LKA,4,-1092.0000000000005,141
2013,LKA,2,-20,10
2013,LKA,3,-404.69999999999993,109
2013,LKA,1,-10.300000000000004,26
2013,LTU,4,-33.4,5
2013,LTU,1,-1.6,4
2013,LTU,3,-24,12
2013,LTU,2,0,0
2013,LUX,4,-121.2,13
2013,LUX,2,-4,2
2013,LUX,3,-15,3
2013,LUX,1,0,0
2013,LVA,3,-10,2
2013,LVA,4,-9.5,1
2013,LVA,1,0,0
2013,LVA,2,0,0
2013,MAC,3,-42.3,12
2013,MAC,4,-47,5
2013,MAC,1,0,0
2013,MAC,2,0,0
2013,MAR,3,-55,14
2013,MAR,2,-2,1
2013,MAR,4,-30,6
2013,MAR,1,0,0
2013,MDA,4,-10,1
2013,MDA,1,0,0
2013,MDA,2,0,0
2013,MDA,3,0,0
2013,MDG,4,-149,15
2013,MDG,2,-6,3
2013,MDG,1,0,0
2013,MDG,3,0,0
2013,MEX,3,-311.40000000000003,106
2013,MEX,4,-543.5,75
2013,MEX,2,-44,22
2013,MEX,1,-5.2,13
2013,MKD,4,-24,4
2013,MKD,1,0,0
2013,MKD,2,0,0
2013,MKD,3,0,0
2013,MLI,4,-69.5,7
2013,MLI,1,-0.4,1
2013,MLI,3,-39,12
2013,MLI,2,0,0
2013,MLT,1,-3.9,10
2013,MLT,2,-26,13
2013,MLT,4,-107,13
2013,MLT,3,-63.9,17
2013,MMR,2,-12,6
2013,MMR,3,-981.2999999999994,234
2013,MMR,1,-56.39999999999994,88
2013,MMR,4,-2924.3,374
2013,MNE,1,0,0
2013,MNE,2,0,0
2013,MNE,3,0,0
2013,MNE,4,0,0
2013,MNG,3,-281.8,96
2013,MNG,4,-930.1000000000004,130
2013,MNG,1,-2.4,6
2013,MNG,2,-34,17
2013,MOZ,2,-10,5
2013,MOZ,4,-50,5
2013,MOZ,3,-38.8,11
2013,MOZ,1,0,0
2013,MUS,2,-8,4
2013,MUS,3,-6,3
2013,MUS,4,-10,2
2013,MUS,1,0,0
2013,MWI,3,-18,9
2013,MWI,4,-55,8
2013,MWI,1,0,0
2013,MWI,2,0,0
2013,MYS,3,-2410.8000000000015,779
2013,MYS,2,-92,46
2013,MYS,1,-95.90000000000003,149
2013,MYS,4,-2911.0999999999985,394
2013,NAM,1,-2,1
2013,NAM,4,-118,20
2013,NAM,3,-34.8,11
2013,NAM,2,0,0
2013,NER,3,-6.5,1
2013,NER,2,-2,1
2013,NER,4,-45,9
2013,NER,1,0,0
2013,NGA,4,-983.8000000000002,138
2013,NGA,1,-14.200000000000005,20
2013,NGA,3,-327.3,102
2013,NGA,2,-20,10
2013,NIC,4,-424,44
2013,NIC,3,-51,16
2013,NIC,1,-3.9999999999999996,10
2013,NIC,2,0,0
2013,NLD,2,-22,11
2013,NLD,4,-263.2,47
2013,NLD,3,-246.40000000000003,78
2013,NLD,1,-3.5,5
2013,NOR,3,-237.4,81
2013,NOR,1,-0.8,2
2013,NOR,2,-20,10
2013,NOR,4,-142.5,25
2013,NPL,1,-12.300000000000008,32
2013,NPL,3,-882.8999999999999,172
2013,NPL,2,-58,29
2013,NPL,4,-1874.4000000000005,255
2013,NZL,4,-1608.8,268
2013,NZL,2,-102,51
2013,NZL,1,-27.299999999999976,69
2013,NZL,3,-900.3999999999997,300
2013,OMN,2,-2,1
2013,OMN,3,-72.9,24
2013,OMN,1,-2,1
2013,OMN,4,-134.9,20
2013,PAK,4,-6467.399999999996,812
2013,PAK,2,-82,41
2013,PAK,1,-85.30000000000005,200
2013,PAK,3,-2436.7000000000025,717
2013,PAN,3,-36,11
2013,PAN,4,-70,11
2013,PAN,1,0,0
2013,PAN,2,0,0
2013,PER,2,-6,3
2013,PER,4,-174,21
2013,PER,1,-0.1,1
2013,PER,3,-104.10000000000001,24
2013,PHL,1,-334.7999999999999,461
2013,PHL,3,-11575.29999999995,3796
2013,PHL,4,-13711.20000000001,1935
2013,PHL,2,-400,200
2013,PNG,4,-747.5,81
2013,PNG,2,-4,2
2013,PNG,1,-2,5
2013,PNG,3,-35.2,11
2013,POL,1,-0.4,1
2013,POL,4,-251.1,35
2013,POL,3,-100.80000000000001,30
2013,POL,2,0,0
2013,PRK,2,-202,101
2013,PRK,3,-6517.399999999998,1838
2013,PRK,4,-10461.700000000008,1439
2013,PRK,1,-209.1000000000002,540
2013,PRT,3,-41.8,14
2013,PRT,1,-0.3,1
2013,PRT,4,-123.2,17
2013,PRT,2,-4,2
2013,PRY,3,-7,2
2013,PRY,1,0,0
2013,PRY,2,0,0
2013,PRY,4,0,0
2013,QAT,1,-5.300000000000001,6
2013,QAT,4,-530,72
2013,QAT,2,-14,7
2013,QAT,3,-193.4,59
2013,ROM,1,0,0
2013,ROM,2,0,0
2013,ROM,3,0,0
2013,ROM,4,0,0
2013,RUS,2,-590,295
2013,RUS,1,-248.2000000000007,422
2013,RUS,4,-9027.799999999988,1269
2013,RUS,3,-10734.099999999966,3188
2013,RWA,3,-10,2
2013,RWA,4,-37,4
2013,RWA,1,0,0
2013,RWA,2,0,0
2013,SAU,2,-6,3
2013,SAU,4,-624,92
2013,SAU,3,-287.9,91
2013,SAU,1,-17.200000000000003,27
2013,SDN,2,-4,2
2013,SDN,4,-1532.0000000000002,183
2013,SDN,3,-133.5,35
2013,SDN,1,-2.6,7
2013,SEN,3,-24,12
2013,SEN,2,-2,1
2013,SEN,1,0,0
2013,SEN,4,0,0
2013,SGP,2,-70,35
2013,SGP,3,-831.4999999999997,233
2013,SGP,4,-1831.8000000000002,259
2013,SGP,1,-29.000000000000004,39
2013,SLE,3,-50,13
2013,SLE,2,-4,2
2013,SLE,1,-0.8,2
2013,SLE,4,0,0
2013,SLV,4,-30,4
2013,SLV,1,0,0
2013,SLV,2,0,0
2013,SLV,3,0,0
2013,SOM,3,-62.79999999999999,16
2013,SOM,4,-423.79999999999984,47
2013,SOM,1,-4.4,3
2013,SOM,2,0,0
2013,SRB,3,-43,9
2013,SRB,1,-1.5,4
2013,SRB,4,-50,5
2013,SRB,2,0,0
2013,SUR,3,-4,2
2013,SUR,1,0,0
2013,SUR,2,0,0
2013,SUR,4,0,0
2013,SVK,4,-25,5
2013,SVK,3,-4,2
2013,SVK,1,0,0
2013,SVK,2,0,0
2013,SVN,1,0,0
2013,SVN,2,0,0
2013,SVN,3,0,0
2013,SVN,4,0,0
2013,SWE,2,-30,15
2013,SWE,3,-123.8,39
2013,SWE,1,-3.1,4
2013,SWE,4,-160.5,24
2013,SYR,3,-5244.099999999995,1320
2013,SYR,1,-62.89999999999995,156
2013,SYR,4,-3772.9999999999923,416
2013,SYR,2,-156,78
2013,TCD,4,-104,18
2013,TCD,3,-23,7
2013,TCD,1,0,0
2013,TCD,2,0,0
2013,TGO,4,-29.5,3
2013,TGO,3,-40,8
2013,TGO,1,0,0
2013,TGO,2,0,0
2013,THA,1,-44.59999999999996,88
2013,THA,2,-124,62
2013,THA,4,-3081.0999999999995,403
2013,THA,3,-1392.3000000000004,390
2013,TJK,1,-2.8,7
2013,TJK,2,-22,11
2013,TJK,3,-18,6
2013,TJK,4,-321.2,41
2013,TKM,3,-40.4,10
2013,TKM,4,-57.60000000000001,10
2013,TKM,2,-10,5
2013,TKM,1,0,0
2013,TTO,3,-21,5
2013,TTO,4,-83,17
2013,TTO,1,0,0
2013,TTO,2,0,0
2013,TUN,3,-65.5,16
2013,TUN,4,-251,28
2013,TUN,1,0,0
2013,TUN,2,0,0
2013,TUR,1,-29.799999999999965,79
2013,TUR,3,-713.8999999999997,205
2013,TUR,4,-1073.3000000000002,142
2013,TUR,2,-28,14
2013,TZA,2,-12,6
2013,TZA,3,-117,25
2013,TZA,1,-13.600000000000003,14
2013,TZA,4,-341.79999999999995,54
2013,UGA,3,-33,12
2013,UGA,1,-0.7,2
2013,UGA,2,-14,7
2013,UGA,4,-126.80000000000001,21
2013,UKR,4,-337.5,40
2013,UKR,3,-228.4,75
2013,UKR,1,-11.200000000000005,17
2013,UKR,2,-14,7
2013,URY,4,-32,7
2013,URY,3,-4,1
2013,URY,1,0,0
2013,URY,2,0,0
2013,USA,3,-49105.100000000006,15421
2013,USA,4,-67944.5999999998,9386
2013,USA,1,-1991.9999999999984,3634
2013,USA,2,-5344,2672
2013,UZB,3,-51.699999999999996,15
2013,UZB,2,-18,9
2013,UZB,4,-200.2,31
2013,UZB,1,0,0
2013,VEN,2,-24,12
2013,VEN,1,-6.400000000000001,16
2013,VEN,3,-159.4,45
2013,VEN,4,-174.5,30
2013,VNM,3,-3469.300000000003,1226
2013,VNM,1,-81.39999999999998,96
2013,VNM,2,-100,50
2013,VNM,4,-6133.899999999999,776
2013,VUT,1,0,0
2013,VUT,2,0,0
2013,VUT,3,0,0
2013,VUT,4,0,0
2013,YEM,1,-0.4,1
2013,YEM,3,-43,15
2013,YEM,2,-2,1
2013,YEM,4,-264,32
2013,ZAF,1,-19.199999999999996,40
2013,ZAF,3,-168.70000000000002,54
2013,ZAF,4,-618.5999999999999,85
2013,ZAF,2,-16,8
2013,ZMB,1,-8.300000000000002,15
2013,ZMB,2,-8,4
2013,ZMB,4,-516,66
2013,ZMB,3,-146.8,60
2013,ZWE,1,-5.1000000000000005,13
2013,ZWE,3,-244.50000000000003,67
2013,ZWE,4,-439.2,76
2013,ZWE,2,-8,4
2014,AFG,4,-2282.400000000001,284
2014,AFG,3,-1073.8999999999996,300
2014,AFG,2,-64,32
2014,AFG,1,-70.59999999999997,142
2014,AGO,2,-18,9
2014,AGO,4,-153,23
2014,AGO,3,-137.4,45
2014,AGO,1,0,0
2014,ARE,3,-262,87
2014,ARE,1,-10.000000000000004,25
2014,ARE,4,-145,23
2014,ARE,2,-16,8
2014,ARG,1,-12.800000000000002,20
2014,ARG,2,-6,3
2014,ARG,3,-315.5,95
2014,ARG,4,-285.5,40
2014,ARM,4,-231,35
2014,ARM,3,-32,13
2014,ARM,2,-4,2
2014,ARM,1,0,0
2014,ATG,1,0,0
2014,ATG,2,0,0
2014,ATG,3,0,0
2014,ATG,4,0,0
2014,AUS,1,-206.00000000000074,496
2014,AUS,2,-2246,1123
2014,AUS,3,-9176.499999999989,2724
2014,AUS,4,-11714.200000000015,1704
2014,AUT,1,-1.6,4
2014,AUT,2,-2,1
2014,AUT,3,-325.79999999999995,69
2014,AUT,4,-474.9,67
2014,AZE,3,-14,7
2014,AZE,1,-0.6,2
2014,AZE,2,-16,8
2014,AZE,4,-45,6
2014,BEL,2,-16,8
2014,BEL,1,-5.2,13
2014,BEL,3,-456,97
2014,BEL,4,-372.79999999999995,55
2014,BGD,3,-769.8,197
2014,BGD,1,-8.900000000000002,25
2014,BGD,2,-18,9
2014,BGD,4,-663.6999999999999,92
2014,BGR,3,-85.5,22
2014,BGR,2,-8,4
2014,BGR,1,-0.4,1
2014,BGR,4,-76.7,13
2014,BHR,3,-87.3,29
2014,BHR,1,-0.3,1
2014,BHR,4,-310,38
2014,BHR,2,0,0
2014,BIH,1,0,0
2014,BIH,2,0,0
2014,BIH,3,0,0
2014,BIH,4,0,0
2014,BLR,4,-105,17
2014,BLR,3,-71.4,22
2014,BLR,1,0,0
2014,BLR,2,0,0
2014,BMU,2,-4,2
2014,BMU,1,-0.4,1
2014,BMU,4,-4,1
2014,BMU,3,0,0
2014,BOL,1,-1.6,4
2014,BOL,4,-85,14
2014,BOL,3,-144.5,33
2014,BOL,2,0,0
2014,BRA,4,-1002.3000000000002,140
2014,BRA,1,-14.200000000000008,33
2014,BRA,2,-72,36
2014,BRA,3,-762.4999999999999,205
2014,BRN,2,-462,231
2014,BRN,4,-5040.599999999998,598
2014,BRN,1,-495.09999999999917,402
2014,BRN,3,-4288.800000000004,1279
2014,BWA,3,-11.4,2
2014,BWA,4,-34.2,6
2014,BWA,1,0,0
2014,BWA,2,0,0
2014,CAN,2,-622,311
2014,CAN,1,-257.1000000000005,320
2014,CAN,3,-4644.900000000003,1632
2014,CAN,4,-12108.900000000005,1737
2014,CHE,2,-88,44
2014,CHE,1,-6.600000000000001,18
2014,CHE,3,-863.8999999999999,274
2014,CHE,4,-1015.8,136
2014,CHL,1,-5.8,11
2014,CHL,2,-10,5
2014,CHL,3,-173,46
2014,CHL,4,-83.2,11
2014,CMR,3,-64.8,28
2014,CMR,2,-26,13
2014,CMR,1,-4.3999999999999995,12
2014,CMR,4,-1565.3000000000002,180
2014,COD,4,-58,9
2014,COD,3,-13.200000000000001,3
2014,COD,1,0,0
2014,COD,2,0,0
2014,COG,3,-48,13
2014,COG,4,-14,2
2014,COG,1,0,0
2014,COG,2,0,0
2014,COL,1,-0.8,2
2014,COL,3,-66.8,19
2014,COL,2,-4,2
2014,COL,4,-236.79999999999998,34
2014,CRI,3,-18,6
2014,CRI,1,-0.8,2
2014,CRI,2,0,0
2014,CRI,4,0,0
2014,CUB,3,-266.1,96
2014,CUB,4,-501.99999999999983,67
2014,CUB,2,-60,30
2014,CUB,1,-16,12
2014,CYM,2,-2,1
2014,CYM,4,-39.2,6
2014,CYM,1,-0.4,1
2014,CYM,3,-32,10
2014,CYP,4,-148.4,25
2014,CYP,2,-22,11
2014,CYP,3,-117.80000000000001,27
2014,CYP,1,-2,5
2014,CZE,1,-1.7,5
2014,CZE,4,-124,15
2014,CZE,2,-8,4
2014,CZE,3,-438.5999999999999,153
2014,DEU,2,-304,152
2014,DEU,4,-4536.9,668
2014,DEU,3,-2322.600000000002,746
2014,DEU,1,-45.09999999999995,91
2014,DJI,3,-8,3
2014,DJI,4,-40,5
2014,DJI,1,0,0
2014,DJI,2,0,0
2014,DNK,2,-12,6
2014,DNK,4,-230.7,32
2014,DNK,1,-0.8,2
2014,DNK,3,-178.4,51
2014,DOM,3,-18,6
2014,DOM,4,-5,1
2014,DOM,1,0,0
2014,DOM,2,0,0
2014,DZA,1,-4.8999999999999995,5
2014,DZA,4,-174,23
2014,DZA,3,-77.5,21
2014,DZA,2,0,0
2014,ECU,4,-290,33
2014,ECU,3,-134.3,41
2014,ECU,1,-4.299999999999999,12
2014,ECU,2,0,0
2014,EGY,2,-42,21
2014,EGY,4,-1125.1000000000004,151
2014,EGY,1,-19.099999999999994,32
2014,EGY,3,-442.4999999999999,127
2014,ESP,1,-12.800000000000004,20
2014,ESP,3,-1199.8000000000004,307
2014,ESP,2,-26,13
2014,ESP,4,-1652,259
2014,EST,4,-29.599999999999998,5
2014,EST,1,0,0
2014,EST,2,0,0
2014,EST,3,0,0
2014,ETH,1,-3.499999999999999,11
2014,ETH,4,-220.7,25
2014,ETH,3,-86,32
2014,ETH,2,-4,2
2014,FIN,3,-79.5,34
2014,FIN,4,-643.3,75
2014,FIN,1,-1.6,4
2014,FIN,2,-56,28
2014,FJI,1,-0.4,1
2014,FJI,3,-72.8,23
2014,FJI,4,-252.1,29
2014,FJI,2,-8,4
2014,FRA,1,-34.19999999999995,88
2014,FRA,4,-3760,545
2014,FRA,3,-4006.500000000005,1318
2014,FRA,2,-160,80
2014,FSM,3,-204.60000000000002,53
2014,FSM,1,-5.2,9
2014,FSM,4,-49.400000000000006,8
2014,FSM,2,-4,2
2014,GAB,3,-8,4
2014,GAB,4,-54,9
2014,GAB,1,0,0
2014,GAB,2,0,0
2014,GBR,3,-11198.699999999963,3378
2014,GBR,4,-14754.700000000003,2168
2014,GBR,1,-187.90000000000026,347
2014,GBR,2,-698,349
2014,GEO,1,0,0
2014,GEO,2,0,0
2014,GEO,3,0,0
2014,GEO,4,0,0
2014,GHA,4,-526.5999999999999,77
2014,GHA,2,-46,23
2014,GHA,1,-7.2,14
2014,GHA,3,-315.2,85
2014,GIN,4,-17,2
2014,GIN,2,-2,1
2014,GIN,1,-0.7999999999999999,8
2014,GIN,3,-119.90000000000002,28
2014,GNB,2,-4,2
2014,GNB,1,-0.9999999999999999,10
2014,GNB,3,0,0
2014,GNB,4,0,0
2014,GRC,2,-32,16
2014,GRC,1,-6.300000000000001,16
2014,GRC,4,-782.6000000000001,108
2014,GRC,3,-179,57
2014,GUY,1,-1.8000000000000003,6
2014,GUY,2,-2,1
2014,GUY,4,-84.2,10
2014,GUY,3,-12,6
2014,HKG,2,-36,18
2014,HKG,4,-386,42
2014,HKG,3,-391.9,154
2014,HKG,1,-7.000000000000001,19
2014,HND,4,-49.5,6
2014,HND,3,-4,2
2014,HND,1,0,0
2014,HND,2,0,0
2014,HRV,3,-51.5,19
2014,HRV,4,-56.2,10
2014,HRV,1,0,0
2014,HRV,2,0,0
2014,HTI,1,-0.6,2
2014,HTI,3,-27,11
2014,HTI,2,0,0
2014,HTI,4,0,0
2014,HUN,3,-154.2,30
2014,HUN,2,-4,2
2014,HUN,4,-124.5,21
2014,HUN,1,-3.0999999999999996,8
2014,IDN,2,-182,91
2014,IDN,1,-53.29999999999991,118
2014,IDN,3,-1728.8000000000002,520
2014,IDN,4,-3455.8999999999983,534
2014,IND,4,-3878.6999999999957,556
2014,IND,2,-186,93
2014,IND,1,-77.59999999999997,175
2014,IND,3,-3156.1000000000035,784
2014,IRL,1,-10.900000000000006,24
2014,IRL,2,-96,48
2014,IRL,3,-312.79999999999995,97
2014,IRL,4,-898.8000000000002,130
2014,IRN,4,-3207.7999999999993,512
2014,IRN,2,-118,59
2014,IRN,1,-57.799999999999905,119
2014,IRN,3,-3062.7000000000016,818
2014,IRQ,2,-18,9
2014,IRQ,4,-3114.7999999999997,393
2014,IRQ,3,-397.19999999999993,130
2014,IRQ,1,-52.599999999999895,136
2014,ISL,4,-123,29
2014,ISL,3,-37.6,12
2014,ISL,2,-12,6
2014,ISL,1,-0.4,4
2014,ISR,1,-42.39999999999997,122
2014,ISR,3,-1119.4999999999998,314
2014,ISR,2,-106,53
2014,ISR,4,-2009.5000000000005,259
2014,ITA,4,-1656.9,253
2014,ITA,2,-72,36
2014,ITA,3,-835.5999999999998,282
2014,ITA,1,-18.999999999999996,41
2014,JAM,1,-3.1999999999999997,8
2014,JAM,3,-46.5,13
2014,JAM,2,-10,5
2014,JAM,4,-294,34
2014,JOR,1,-0.4,1
2014,JOR,3,-268.9,85
2014,JOR,4,-363,40
2014,JOR,2,-16,8
2014,JPN,3,-31126.300000000047,10918
2014,JPN,4,-37363.10000000004,4717
2014,JPN,2,-1206,603
2014,JPN,1,-889.3999999999987,1600
2014,KAZ,3,-182.60000000000002,53
2014,KAZ,4,-586.6999999999999,78
2014,KAZ,2,-36,18
2014,KAZ,1,-2.4,2
2014,KEN,4,-2102.7000000000003,333
2014,KEN,1,-24.79999999999998,62
2014,KEN,3,-667.4999999999999,214
2014,KEN,2,-86,43
2014,KGZ,1,-2.1999999999999997,6
2014,KGZ,2,-28,14
2014,KGZ,3,-233.3,87
